lat,lon,mean_annual_precip_mm
 24.5,  89.5,1872.6603882374754
 24.5,  90.5,2511.052208627606
 24.5,  91.5,2865.1785200510876
 24.5,  92.5,3008.0263574796504
 24.5,  93.5,2161.7422895184877
 24.5,  94.5,1740.1215910007213
 24.5,  95.5,1752.4720207288344
 24.5,  96.5,1805.7224544975263
 24.5,  97.5,1698.7767625600418
 24.5,  98.5,1411.5030470765998
 24.5,  99.5,1162.3289010455383
 24.5, -10.5,11.063362242204363
 24.5, -11.5,15.63491406028384
 24.5, -12.5,20.34310379027036
 24.5, -13.5,26.177155671448546
 24.5, -14.5,28.21551763202096
 24.5, -15.5,71.88707051194949
 24.5, -77.5,1280.472437020006
 24.5, -78.5,1344.0319194218207
 24.5, -81.5,1214.945707006701
 24.5, -97.5,662.2362172468727
 24.5, -98.5,630.0560487664529
 24.5, -99.5,698.429324465579
 24.5, 100.5,1118.3142493297828
 24.5, 101.5,1089.132780944479
 24.5, 102.5,1035.6849366109177
 24.5, 103.5,1059.3250207500212
 24.5, 104.5,1135.578903017373
 24.5, 105.5,1140.6918376889723
 24.5, 106.5,1159.3267493453518
 24.5, 107.5,1205.6819230246133
 24.5, 108.5,1317.8677010433428
 24.5, 109.5,1500.1293440646139
 24.5, 110.5,1668.9590860810772
 24.5, 111.5,1668.4539148047054
 24.5, 112.5,1692.3866716541093
 24.5, 113.5,1688.550033095068
 24.5, 114.5,1735.0409800438533
 24.5, 115.5,1650.438828757611
 24.5, 116.5,1576.2004608195916
 24.5, 117.5,1498.5763217274998
 24.5, 118.5,1564.508651617529
 24.5, 119.5,1776.2189972955605
 24.5, 120.5,1856.955199603377
 24.5, 121.5,2062.7375492885194
 24.5, 123.5,2020.2465877861814
 24.5,-100.5,397.7913874218819
 24.5,-101.5,370.74311080112545
 24.5,-102.5,305.743109888333
 24.5,-103.5,397.32802455246065
 24.5,-104.5,499.3379417686434
 24.5,-105.5,725.4689786502578
 24.5,-106.5,1023.9310578038145
 24.5,-107.5,681.5513082441456
 24.5,-110.5,262.76681627741027
 24.5,-111.5,130.33017513660138
 25.5,   0.5,0
 25.5,   1.5,0
 25.5,   2.5,0
 25.5,   3.5,4.076293206356207
 25.5,   4.5,21.764655700146132
 25.5,   5.5,12.577586469979122
 25.5,   6.5,22.02069013488704
 25.5,   7.5,31.84956955293129
 25.5,   8.5,40.67241434598791
 25.5,   9.5,25.45387959608744
 25.5,  -0.5,0
 25.5,  -1.5,0
 25.5,  -2.5,0
 25.5,  -3.5,0.7719827782491159
 25.5,  -4.5,2.4956896757257403
 25.5,  -5.5,3.900862060744185
 25.5,  -6.5,6.619827677463664
 25.5,  -7.5,8.842672426125098
 25.5,  -8.5,19.115948640067
 25.5,  -9.5,21.713362422482724
 25.5,  10.5,6.656465591605882
 25.5,  11.5,2.8107759197210447
 25.5,  12.5,3.6504310729174776
 25.5,  13.5,5.667672544460872
 25.5,  14.5,0
 25.5,  15.5,0.7538793202618074
 25.5,  16.5,1.628448293255321
 25.5,  17.5,0.2866379312913996
 25.5,  18.5,0
 25.5,  19.5,0.25
 25.5,  20.5,0
 25.5,  21.5,0
 25.5,  22.5,0.2512931037565757
 25.5,  23.5,9.146120764764735
 25.5,  24.5,21.46034495121447
 25.5,  25.5,22.839655461496314
 25.5,  26.5,28.684052158018634
 25.5,  27.5,22.016810321473873
 25.5,  28.5,19.078879499422577
 25.5,  29.5,24.60215524667553
 25.5,  30.5,22.293534806833186
 25.5,  31.5,24.554741636946286
 25.5,  32.5,19.70172446339937
 25.5,  33.5,28.931896901496785
 25.5,  34.5,32.377155264518386
 25.5,  37.5,19.72887965131166
 25.5,  38.5,18.283189982625437
 25.5,  39.5,59.97155279470287
 25.5,  40.5,79.99051814629088
 25.5,  41.5,66.3672425394942
 25.5,  42.5,84.92543296567325
 25.5,  43.5,81.22069140446598
 25.5,  44.5,74.84138043378964
 25.5,  45.5,104.03103601778376
 25.5,  46.5,97.56853642558745
 25.5,  47.5,98.4905191916523
 25.5,  48.5,88.34482933670796
 25.5,  49.5,74.60043246697249
 25.5,  50.5,63.39267358321955
 25.5,  51.5,73.81120855081826
 25.5,  55.5,85.74942664301088
 25.5,  56.5,136.71810535521342
 25.5,  57.5,89.09655311087083
 25.5,  58.5,106.64224325505823
 25.5,  59.5,72.6603460550501
 25.5,  60.5,77.55732936145546
 25.5,  61.5,84.45258767729433
 25.5,  62.5,84.03750178580783
 25.5,  63.5,86.79569114885967
 25.5,  64.5,100.64870913699272
 25.5,  65.5,133.56724337077353
 25.5,  66.5,157.0594847289974
 25.5,  67.5,145.18233093898746
 25.5,  68.5,152.6413829593502
 25.5,  69.5,176.29483105971252
 25.5,  70.5,215.03922872820166
 25.5,  71.5,286.0194041132285
 25.5,  72.5,396.5913876706478
 25.5,  73.5,496.37673402089496
 25.5,  74.5,592.9362179426284
 25.5,  75.5,692.5163921160815
 25.5,  76.5,807.0638108291373
 25.5,  77.5,890.6952818981531
 25.5,  78.5,912.2090708022488
 25.5,  79.5,928.647006705917
 25.5,  80.5,929.3297571956084
 25.5,  81.5,914.8608013588035
 25.5,  82.5,909.9711426839489
 25.5,  83.5,947.7478672695058
 25.5,  84.5,1013.9258837946529
 25.5,  85.5,1076.2970013947966
 25.5,  86.5,1177.1151102912322
 25.5,  87.5,1490.9646868962664
 25.5,  88.5,1841.359517535837
 25.5,  89.5,2174.4427152734957
 25.5,  90.5,2935.5892833034536
 25.5,  91.5,4095.3763553550907
 25.5,  92.5,3177.228937609956
 25.5,  93.5,2051.5534828983505
 25.5,  94.5,1823.5737400918172
 25.5,  95.5,1879.0612443027824
 25.5,  96.5,1902.3336581716248
 25.5,  97.5,1801.3052102999181
 25.5,  98.5,1323.154338649185
 25.5,  99.5,1093.783213463355
 25.5, -10.5,25.5879315439419
 25.5, -11.5,31.77198317663038
 25.5, -12.5,30.484052286772382
 25.5, -13.5,27.054741833487462
 25.5, -14.5,35.68319035103096
 25.5, -76.5,1295.2310623464916
 25.5, -77.5,1301.931918966359
 25.5, -80.5,1426.9487350809163
 25.5, -81.5,1289.9385308705528
 25.5, -97.5,670.3681171256408
 25.5, -98.5,550.4013019648606
 25.5, -99.5,682.0939783577262
 25.5, 100.5,1068.6448487860055
 25.5, 101.5,1050.302607296099
 25.5, 102.5,1021.6616608995046
 25.5, 103.5,1075.1633817019135
 25.5, 104.5,1186.572008301472
 25.5, 105.5,1203.1047644080786
 25.5, 106.5,1170.2556293031264
 25.5, 107.5,1194.9051942352592
 25.5, 108.5,1283.0879581056793
 25.5, 109.5,1473.5358002843527
 25.5, 110.5,1635.7452874265869
 25.5, 111.5,1574.9470114954588
 25.5, 112.5,1568.5612386033451
 25.5, 113.5,1579.0616722261082
 25.5, 114.5,1553.756928854975
 25.5, 115.5,1566.3332217024831
 25.5, 116.5,1594.9207195635754
 25.5, 117.5,1569.9375306384572
 25.5, 118.5,1492.5957219996328
 25.5, 119.5,1663.6724502547033
 25.5, 121.5,1859.0638240945752
 25.5,-100.5,438.2366476213432
 25.5,-101.5,329.9267305204131
 25.5,-102.5,261.2646602833451
 25.5,-103.5,229.12241777893286
 25.5,-104.5,328.6250059285105
 25.5,-105.5,484.3047513743413
 25.5,-106.5,956.0870886611399
 25.5,-107.5,925.6431204582854
 25.5,-108.5,521.8650959447219
 25.5,-109.5,377.8491452951627
 25.5,-110.5,267.2241419285279
 25.5,-111.5,190.57198603464101
 25.5,-112.5,114.0413812152913
 26.5,   0.5,0.4034482837686765
 26.5,   1.5,0.3982758661089785
 26.5,   2.5,0.9293103603132328
 26.5,   3.5,0.4254310429417366
 26.5,   4.5,2.6465517660153326
 26.5,   5.5,13.258620825820952
 26.5,   6.5,7.623276009898758
 26.5,   7.5,7.074569071161336
 26.5,   8.5,3.722413838423532
 26.5,   9.5,3.4163793561145153
 26.5,  -0.5,0
 26.5,  -1.5,0.13318965706075064
 26.5,  -2.5,2.1435345485806465
 26.5,  -3.5,4.988362197218269
 26.5,  -4.5,7.9107758156184484
 26.5,  -5.5,11.450431133138721
 26.5,  -6.5,14.370689823709688
 26.5,  -7.5,20.755172641690944
 26.5,  -8.5,35.43405209738633
 26.5,  -9.5,48.56982861690481
 26.5,  10.5,1.1685345049562121
 26.5,  11.5,1.9025862332561922
 26.5,  12.5,3.7952586796520085
 26.5,  13.5,3.2353448789759445
 26.5,  14.5,3.8232759101765925
 26.5,  15.5,3.2431034984966294
 26.5,  16.5,10.802155316646758
 26.5,  17.5,22.008189926887376
 26.5,  18.5,2.498275910728964
 26.5,  19.5,0.9056034535169601
 26.5,  20.5,0.645258623721271
 26.5,  21.5,0
 26.5,  22.5,0
 26.5,  23.5,0
 26.5,  24.5,1.650862073076182
 26.5,  25.5,6.432327604499359
 26.5,  26.5,11.27025867632494
 26.5,  27.5,16.718534680243973
 26.5,  28.5,17.930172562117466
 26.5,  29.5,22.43318979471023
 26.5,  30.5,23.631465940736238
 26.5,  31.5,26.394396988289625
 26.5,  32.5,28.436207093041517
 26.5,  33.5,57.21250055601885
 26.5,  36.5,9.733189815976496
 26.5,  37.5,47.75991456210614
 26.5,  38.5,46.01034529198861
 26.5,  39.5,57.47456993984765
 26.5,  40.5,119.25689885123025
 26.5,  41.5,55.082328685912586
 26.5,  42.5,58.637932086556134
 26.5,  43.5,55.076725183889785
 26.5,  44.5,65.12543212750865
 26.5,  45.5,86.69267402332405
 26.5,  46.5,88.51853644944215
 26.5,  47.5,91.32844997865374
 26.5,  48.5,86.65905369869596
 26.5,  49.5,85.85086333761312
 26.5,  50.5,81.52327726473071
 26.5,  53.5,121.51293269763218
 26.5,  54.5,163.06465738234596
 26.5,  55.5,147.11207163160475
 26.5,  56.5,72.845403997356
 26.5,  57.5,144.85215828323675
 26.5,  58.5,141.30086461300482
 26.5,  59.5,109.20301935918117
 26.5,  60.5,96.6987081870501
 26.5,  61.5,89.834484474316
 26.5,  62.5,79.72715651963293
 26.5,  63.5,83.11465687034973
 26.5,  64.5,99.0155188494908
 26.5,  65.5,133.48965724673252
 26.5,  66.5,144.27845089497242
 26.5,  67.5,128.92198541619146
 26.5,  68.5,116.08965767052926
 26.5,  69.5,135.52112342622772
 26.5,  70.5,174.5413833892551
 26.5,  71.5,228.17284926862044
 26.5,  72.5,308.2918164442005
 26.5,  73.5,409.2538878692571
 26.5,  74.5,528.9013033531091
 26.5,  75.5,635.8892332443584
 26.5,  76.5,731.9814849453497
 26.5,  77.5,767.0452734365546
 26.5,  78.5,779.8961377358386
 26.5,  79.5,816.1594989659458
 26.5,  80.5,858.0129499270997
 26.5,  81.5,938.7539008139023
 26.5,  82.5,1038.2026098393674
 26.5,  83.5,1164.635794453066
 26.5,  84.5,1317.0099394821145
 26.5,  85.5,1367.0314967587976
 26.5,  86.5,1428.5151134574915
 26.5,  87.5,1815.7181459021401
 26.5,  88.5,2366.1897130893735
 26.5,  89.5,2596.844022307031
 26.5,  90.5,2494.133231146325
 26.5,  91.5,2314.9375425888675
 26.5,  92.5,2126.79617532317
 26.5,  93.5,2024.4892693840225
 26.5,  94.5,2001.437108027524
 26.5,  95.5,1793.4228874105831
 26.5,  96.5,1863.7500414663348
 26.5,  97.5,1618.130208944452
 26.5,  98.5,1179.8211421437304
 26.5,  99.5,991.8957096166138
 26.5, -10.5,41.65000035639468
 26.5, -11.5,43.53405247452059
 26.5, -12.5,36.771983410392345
 26.5, -13.5,49.66508698116603
 26.5, -77.5,1311.9557716517616
 26.5, -78.5,1313.4388158732447
 26.5, -80.5,1505.7125323846421
 26.5, -81.5,1401.2064937928628
 26.5, -82.5,1282.8534697951943
 26.5, -97.5,668.6474264638242
 26.5, -98.5,518.8978571521825
 26.5, -99.5,477.2508711979307
 26.5, 100.5,991.3711411369451
 26.5, 101.5,1020.8741571201847
 26.5, 102.5,1020.690539840609
 26.5, 103.5,1012.5948495577121
 26.5, 104.5,1050.598298085147
 26.5, 105.5,1098.4241607271392
 26.5, 106.5,1121.580629299427
 26.5, 107.5,1164.803900311733
 26.5, 108.5,1238.6689879503745
 26.5, 109.5,1356.3909791132498
 26.5, 110.5,1441.8797693992483
 26.5, 111.5,1424.9797669854659
 26.5, 112.5,1448.8220097319834
 26.5, 113.5,1498.0280465442559
 26.5, 114.5,1508.2263221124126
 26.5, 115.5,1572.7556361360796
 26.5, 116.5,1666.8396910578012
 26.5, 117.5,1666.0340848678143
 26.5, 118.5,1613.06167284836
 26.5, 119.5,1596.556067610609
 26.5, 120.5,1686.544855594635
 26.5,-100.5,384.9444033375075
 26.5,-101.5,273.93879944693043
 26.5,-102.5,227.4547454681055
 26.5,-103.5,214.74396993874993
 26.5,-104.5,301.39569642019046
 26.5,-105.5,468.3521642029479
 26.5,-106.5,744.4357886494234
 26.5,-107.5,820.4469995854487
 26.5,-108.5,686.5590672863904
 26.5,-109.5,379.43506409850875
 26.5,-111.5,209.60862429292297
 26.5,-112.5,161.09957283070506
 26.5,-113.5,97.55603578828021
 27.5,   0.5,6.648706999767957
 27.5,   1.5,15.933621048477702
 27.5,   2.5,13.570258882442683
 27.5,   3.5,8.9741381686502
 27.5,   4.5,3.1560345294018237
 27.5,   5.5,3.7344827767589996
 27.5,   6.5,0.25172413834210094
 27.5,   7.5,0
 27.5,   8.5,1.2271552064038556
 27.5,   9.5,5.7185345750687455
 27.5,  -0.5,3.2237069662018065
 27.5,  -1.5,4.02284491094279
 27.5,  -2.5,7.641810586740232
 27.5,  -3.5,14.748276076440154
 27.5,  -4.5,20.52500041497165
 27.5,  -5.5,22.334052023188818
 27.5,  -6.5,33.621121176229465
 27.5,  -7.5,42.16508729913241
 27.5,  -8.5,53.817673672311784
 27.5,  -9.5,68.01982892278969
 27.5,  10.5,5.791379395743896
 27.5,  11.5,6.475431101332451
 27.5,  12.5,8.447413930637312
 27.5,  13.5,9.884482902282013
 27.5,  14.5,9.075000139980993
 27.5,  15.5,17.003879654638727
 27.5,  16.5,42.291811295624434
 27.5,  17.5,58.051293716348454
 27.5,  18.5,16.945689943330045
 27.5,  19.5,8.190086439380359
 27.5,  20.5,4.1081896907296676
 27.5,  21.5,1.3465517543192054
 27.5,  22.5,0.39051724867574095
 27.5,  23.5,0.19698276139538862
 27.5,  24.5,0
 27.5,  25.5,0
 27.5,  26.5,3.018103468649346
 27.5,  27.5,14.753879464777377
 27.5,  28.5,11.68620699750067
 27.5,  29.5,12.114224324452465
 27.5,  30.5,11.092672593923734
 27.5,  31.5,25.75775891889272
 27.5,  32.5,61.985776526146935
 27.5,  33.5,44.75905252228781
 27.5,  35.5,30.437931490098613
 27.5,  36.5,59.56422502846168
 27.5,  37.5,75.12155309627795
 27.5,  38.5,47.8771556423142
 27.5,  39.5,49.540087175009575
 27.5,  40.5,80.21422552034774
 27.5,  41.5,68.81379452656054
 27.5,  42.5,63.95603554002171
 27.5,  43.5,59.72456896305086
 27.5,  44.5,62.91681140764007
 27.5,  45.5,79.58448409520348
 27.5,  46.5,85.91250181609189
 27.5,  47.5,90.95646758608778
 27.5,  48.5,98.2224162948029
 27.5,  49.5,100.07758804674037
 27.5,  52.5,188.4327615236157
 27.5,  53.5,226.25517654573096
 27.5,  54.5,227.158625119976
 27.5,  55.5,195.12112451521364
 27.5,  56.5,162.19353812708167
 27.5,  57.5,144.22931339116445
 27.5,  58.5,120.82543344076339
 27.5,  59.5,101.25560581247356
 27.5,  60.5,88.42112280486216
 27.5,  61.5,96.96724382081423
 27.5,  62.5,81.82672602188744
 27.5,  63.5,73.2892253160284
 27.5,  64.5,93.31724370608173
 27.5,  65.5,132.4362095280968
 27.5,  66.5,161.64655496848044
 27.5,  67.5,130.48319185994052
 27.5,  68.5,102.75991661547974
 27.5,  69.5,118.28922630878618
 27.5,  70.5,153.26983069602787
 27.5,  71.5,196.81724501632414
 27.5,  72.5,259.20690148272394
 27.5,  73.5,339.75431778098874
 27.5,  74.5,439.54397471737246
 27.5,  75.5,543.9327685135448
 27.5,  76.5,643.4870825093882
 27.5,  77.5,696.9478574820699
 27.5,  78.5,750.4211344953369
 27.5,  79.5,862.8750145825845
 27.5,  80.5,1030.0409690861045
 27.5,  81.5,1165.7297662905064
 27.5,  82.5,1380.2659690696103
 27.5,  83.5,1699.1702941193662
 27.5,  84.5,1984.5327977281834
 27.5,  85.5,1755.9965793220006
 27.5,  86.5,1540.3077852699007
 27.5,  87.5,1686.9642502930144
 27.5,  88.5,1674.097443974609
 27.5,  89.5,1631.0965877258827
 27.5,  90.5,1905.1267618811848
 27.5,  91.5,1876.810377443145
 27.5,  92.5,1619.6362366969213
 27.5,  93.5,1796.9271903813913
 27.5,  94.5,1990.050468991864
 27.5,  95.5,1967.466414282548
 27.5,  96.5,1555.3776131447019
 27.5,  97.5,1394.653045687182
 27.5,  98.5,1042.694416975731
 27.5,  99.5,900.6948436591133
 27.5, -10.5,73.7814667440694
 27.5, -11.5,73.9879325135001
 27.5, -12.5,63.25344974008101
 27.5, -13.5,66.4232771689522
 27.5, -15.5,337.1370742440481
 27.5, -80.5,1341.2146822995153
 27.5, -81.5,1310.5914039735137
 27.5, -82.5,1298.6297682112663
 27.5, -97.5,734.517256944344
 27.5, -98.5,616.7909602995578
 27.5, -99.5,477.3263020885403
 27.5, 100.5,858.6138109714116
 27.5, 101.5,919.1155363624144
 27.5, 102.5,936.1172645235885
 27.5, 103.5,941.4220012488037
 27.5, 104.5,974.4047605210337
 27.5, 105.5,1010.2672619408575
 27.5, 106.5,1086.677609575206
 27.5, 107.5,1156.7642496125452
 27.5, 108.5,1228.0840796561079
 27.5, 109.5,1296.7577866500822
 27.5, 110.5,1354.09097626497
 27.5, 111.5,1370.7263217116224
 27.5, 112.5,1403.7082150722372
 27.5, 113.5,1478.506925012531
 27.5, 114.5,1540.0974442761005
 27.5, 115.5,1593.1608038683391
 27.5, 116.5,1697.3983132494936
 27.5, 117.5,1723.3008935400123
 27.5, 118.5,1679.925035911387
 27.5, 119.5,1611.1500328614793
 27.5, 120.5,1607.7797726680492
 27.5,-100.5,415.0629392739
 27.5,-101.5,337.7025920310347
 27.5,-102.5,263.0775914712456
 27.5,-103.5,247.19483267824202
 27.5,-104.5,307.5168170986761
 27.5,-105.5,362.32931814426246
 27.5,-106.5,467.60302498352183
 27.5,-107.5,669.7719964709069
 27.5,-108.5,777.106910302079
 27.5,-109.5,522.196561482767
 27.5,-110.5,333.703887009351
 27.5,-112.5,168.21896872425393
 27.5,-113.5,110.83362257837096
 27.5,-114.5,101.96508756119373
 28.5,   0.5,12.593965795918786
 28.5,   1.5,27.47844892149342
 28.5,   2.5,36.59612134285272
 28.5,   3.5,24.818965917196255
 28.5,   4.5,10.221982918936632
 28.5,   5.5,1.3952586388793482
 28.5,   6.5,0.737931052672452
 28.5,   7.5,2.2560345026953468
 28.5,   8.5,6.443965606648348
 28.5,   9.5,23.096983359709125
 28.5,  -0.5,8.0538794546356
 28.5,  -1.5,12.701724465872195
 28.5,  -2.5,20.80086261868991
 28.5,  -3.5,28.331897104223227
 28.5,  -4.5,37.65948374569416
 28.5,  -5.5,45.384914795386386
 28.5,  -6.5,58.512070094716975
 28.5,  -7.5,71.26120850597992
 28.5,  -8.5,90.0030191278021
 28.5,  -9.5,112.44526107101863
 28.5,  10.5,19.73146578669548
 28.5,  11.5,24.05819004234569
 28.5,  12.5,33.96724202509584
 28.5,  13.5,64.3456908669965
 28.5,  14.5,49.79267314256266
 28.5,  15.5,47.47844930561581
 28.5,  16.5,46.13922489826279
 28.5,  17.5,46.48275934930507
 28.5,  18.5,44.3206908014314
 28.5,  19.5,34.89482813456963
 28.5,  20.5,20.225862535872853
 28.5,  21.5,8.280603565018753
 28.5,  22.5,5.6030173710836415
 28.5,  23.5,3.3120690174721945
 28.5,  24.5,2.0051724488108325
 28.5,  25.5,1.7875000211121193
 28.5,  26.5,4.776293195880434
 28.5,  27.5,8.251724277655113
 28.5,  28.5,18.209914069911786
 28.5,  29.5,16.568103693489885
 28.5,  30.5,14.209051895308596
 28.5,  31.5,25.761207213368397
 28.5,  32.5,55.531035036490906
 28.5,  33.5,44.0629315301776
 28.5,  34.5,55.759052411364074
 28.5,  35.5,76.23922572634986
 28.5,  36.5,38.36120753825225
 28.5,  37.5,33.487500536416114
 28.5,  38.5,34.79913835278873
 28.5,  39.5,26.44741419163244
 28.5,  40.5,50.41724205839223
 28.5,  41.5,54.01163783566705
 28.5,  42.5,58.5
 28.5,  43.5,67.71336255607935
 28.5,  44.5,68.98017392692897
 28.5,  45.5,74.096553135021
 28.5,  46.5,90.28060502854402
 28.5,  47.5,101.36207084280665
 28.5,  48.5,109.31666855436974
 28.5,  51.5,232.21853958333614
 28.5,  52.5,268.5819031326422
 28.5,  53.5,262.8034525830941
 28.5,  54.5,244.95086728588777
 28.5,  55.5,239.83664252223642
 28.5,  56.5,208.83534768634829
 28.5,  57.5,163.7629348033204
 28.5,  58.5,135.29310575178985
 28.5,  59.5,107.80689834655617
 28.5,  60.5,106.6913813859674
 28.5,  61.5,89.35172538799716
 28.5,  62.5,57.94051856759551
 28.5,  63.5,63.43362190285377
 28.5,  64.5,92.03836392842491
 28.5,  65.5,123.00086471120476
 28.5,  66.5,167.0133655505448
 28.5,  67.5,134.73922674023902
 28.5,  68.5,115.48060610675223
 28.5,  69.5,131.9431060014678
 28.5,  70.5,135.59569232551192
 28.5,  71.5,168.85819328936012
 28.5,  72.5,224.61552108994465
 28.5,  73.5,291.44526432512396
 28.5,  74.5,364.1599202145791
 28.5,  75.5,454.52156039815526
 28.5,  76.5,589.5228548404472
 28.5,  77.5,742.14829329838
 28.5,  78.5,868.0310520958797
 28.5,  79.5,1093.6043300091708
 28.5,  80.5,1324.6534719007925
 28.5,  81.5,1373.5120990237156
 28.5,  82.5,1371.7694259591656
 28.5,  83.5,1215.0405380652642
 28.5,  84.5,1181.057349471568
 28.5,  85.5,926.3754475592347
 28.5,  86.5,896.9801880401592
 28.5,  87.5,982.1651051624452
 28.5,  88.5,1062.4638138698285
 28.5,  89.5,1066.7978662165397
 28.5,  90.5,1023.0603650185312
 28.5,  91.5,941.5047624437459
 28.5,  92.5,864.900016633858
 28.5,  93.5,1075.6207102226929
 28.5,  94.5,1371.1478722831555
 28.5,  95.5,1343.8608018699392
 28.5,  96.5,1023.507782755227
 28.5,  97.5,843.4737240466579
 28.5,  98.5,792.2422573143167
 28.5,  99.5,797.6827757631205
 28.5, -10.5,108.67888173383885
 28.5, -11.5,87.92701289982632
 28.5, -13.5,132.29569176366107
 28.5, -14.5,188.75517577099905
 28.5, -15.5,366.3819029306801
 28.5, -16.5,438.25805359751246
 28.5, -17.5,492.3281693275504
 28.5, -80.5,1369.055194994499
 28.5, -81.5,1296.6965810101608
 28.5, -82.5,1358.6327891668368
 28.5, -95.5,1039.4138122632587
 28.5, -96.5,938.9974329841548
 28.5, -97.5,838.1276031660623
 28.5, -98.5,685.984496902803
 28.5, -99.5,563.8875109347805
 28.5, 100.5,761.7616536538277
 28.5, 101.5,852.8732944819434
 28.5, 102.5,920.1500186652972
 28.5, 103.5,985.2896762572485
 28.5, 104.5,1074.777180671692
 28.5, 105.5,1076.9211438031034
 28.5, 106.5,1107.3974361173039
 28.5, 107.5,1172.186660207551
 28.5, 108.5,1242.8789026983854
 28.5, 109.5,1300.748304227303
 28.5, 110.5,1333.3530449826142
 28.5, 111.5,1348.485369555909
 28.5, 112.5,1372.3784755797224
 28.5, 113.5,1437.0853776212396
 28.5, 114.5,1505.7452891191533
 28.5, 115.5,1552.507790583218
 28.5, 116.5,1644.1383994565954
 28.5, 117.5,1709.7621049449363
 28.5, 118.5,1678.0922741861693
 28.5, 119.5,1570.058652765792
 28.5, 120.5,1518.2319312049399
 28.5, 121.5,1535.1718663249553
 28.5, 129.5,2180.557794838116
 28.5,-100.5,479.69009589288265
 28.5,-101.5,395.3819046118137
 28.5,-102.5,334.7387998977612
 28.5,-103.5,290.84440255370635
 28.5,-104.5,287.04655825899084
 28.5,-105.5,289.67974709587753
 28.5,-106.5,411.6508695475501
 28.5,-107.5,541.0219933824806
 28.5,-108.5,799.9487204710664
 28.5,-109.5,652.8767365051175
 28.5,-110.5,397.12242060620343
 28.5,-111.5,196.13491782754792
 28.5,-112.5,171.73046348051264
 28.5,-113.5,139.2646572994518
 28.5,-114.5,100.97299014648488
 28.5,-115.5,124.91896707538902
 29.5,   0.5,18.867672819644213
 29.5,   1.5,28.490517791232154
 29.5,   2.5,29.88405212104834
 29.5,   3.5,10.249138126117657
 29.5,   4.5,5.441810404046857
 29.5,   5.5,4.617241485237048
 29.5,   6.5,4.963793190902678
 29.5,   7.5,6.26034493249809
 29.5,   8.5,12.517241633272377
 29.5,   9.5,25.53879367033469
 29.5,  -0.5,25.57155217143611
 29.5,  -1.5,32.50560390807946
 29.5,  -2.5,44.28879405763643
 29.5,  -3.5,61.624139130115516
 29.5,  -4.5,82.5512947912874
 29.5,  -5.5,96.99482970402161
 29.5,  -6.5,100.29138139455483
 29.5,  -7.5,119.16681247445403
 29.5,  -8.5,185.0849177412175
 29.5,  -9.5,191.14095272611956
 29.5,  10.5,34.24396627476632
 29.5,  11.5,49.48275956588573
 29.5,  12.5,67.5306048850561
 29.5,  13.5,75.79569109349417
 29.5,  14.5,59.56767339169466
 29.5,  15.5,61.36206982776139
 29.5,  16.5,90.3068981855016
 29.5,  17.5,94.07715671715039
 29.5,  18.5,94.37758798306358
 29.5,  19.5,69.81896669687383
 29.5,  20.5,59.07413861900568
 29.5,  21.5,45.8000007856573
 29.5,  22.5,37.87543181850223
 29.5,  23.5,22.97198323340252
 29.5,  24.5,12.97284511425372
 29.5,  25.5,14.434914048985933
 29.5,  26.5,21.88793142583093
 29.5,  27.5,26.643534941406088
 29.5,  28.5,42.562069613101144
 29.5,  29.5,56.24784575929416
 29.5,  30.5,28.409483381547044
 29.5,  31.5,31.49698322102556
 29.5,  32.5,14.501724320784982
 29.5,  33.5,56.55991446926933
 29.5,  34.5,58.67931130570199
 29.5,  35.5,52.99870783469544
 29.5,  36.5,30.60129353416891
 29.5,  37.5,32.34094877024022
 29.5,  38.5,13.420258853969901
 29.5,  39.5,25.180603816334546
 29.5,  40.5,39.27887982130053
 29.5,  41.5,48.7495690173116
 29.5,  42.5,56.5
 29.5,  43.5,62.971551749213006
 29.5,  44.5,70.70603584729393
 29.5,  45.5,79.80862201364906
 29.5,  46.5,95.63448464006572
 29.5,  47.5,108.68276078022761
 29.5,  48.5,135.9545999335703
 29.5,  50.5,195.07758998864426
 29.5,  51.5,265.7715578679445
 29.5,  52.5,331.1021625661966
 29.5,  53.5,303.53707555225446
 29.5,  54.5,266.0237127049216
 29.5,  55.5,221.1383663991402
 29.5,  56.5,228.67414282827545
 29.5,  57.5,203.4685381790623
 29.5,  58.5,108.35603668775154
 29.5,  59.5,93.25388143712593
 29.5,  60.5,108.60862261378047
 29.5,  61.5,78.3224152350991
 29.5,  62.5,72.63577747052729
 29.5,  63.5,97.1383644773079
 29.5,  64.5,108.59396772671109
 29.5,  65.5,118.69655398083532
 29.5,  66.5,177.2801761511264
 29.5,  67.5,160.9646577830266
 29.5,  68.5,198.25129757397647
 29.5,  69.5,255.38664338300975
 29.5,  70.5,169.24181370938135
 29.5,  71.5,181.76465813112287
 29.5,  72.5,219.09655674007436
 29.5,  73.5,279.0607816320042
 29.5,  74.5,361.46983571350574
 29.5,  75.5,467.73061469865263
 29.5,  76.5,642.8073429544938
 29.5,  77.5,849.0176905707038
 29.5,  78.5,1018.6896761621122
 29.5,  79.5,1199.2198567982634
 29.5,  80.5,1202.8564865352778
 29.5,  81.5,912.8720029651605
 29.5,  82.5,782.874584387988
 29.5,  83.5,774.7896709863483
 29.5,  84.5,804.9857935062771
 29.5,  85.5,832.5288945970865
 29.5,  86.5,898.1707066307808
