lat,lon,mean_annual_temp_C
  1.5, 118.5,26.713889294657218
  1.5, 124.5,24.44770157474211
  1.5, 125.5,24.594037760263202
  1.5, 127.5,25.32734698810797
  1.5, 128.5,25.709842309184456
  1.5, 173.5,28.065014743256846
  1.5,-157.5,27.48735678332977
  2.5,   9.5,26.51336252278295
  2.5,  10.5,24.74375044888464
  2.5,  11.5,24.046121060163127
  2.5,  12.5,24.15488536056431
  2.5,  13.5,24.145546488378248
  2.5,  14.5,24.098312347784816
  2.5,  15.5,24.60201201767758
  2.5,  16.5,24.57949041498119
  2.5,  17.5,24.761853919632138
  2.5,  18.5,25.135201733687833
  2.5,  19.5,25.39931800447662
  2.5,  20.5,25.356501806741477
  2.5,  21.5,24.9834055599125
  2.5,  22.5,25.114907198938834
  2.5,  23.5,25.189368393229348
  2.5,  24.5,24.883010510740615
  2.5,  25.5,24.358836631665287
  2.5,  26.5,24.281106710433964
  2.5,  27.5,24.032866839704845
  2.5,  28.5,23.639799381124565
  2.5,  29.5,23.255280716665865
  2.5,  30.5,21.130927146166226
  2.5,  31.5,24.794864005055928
  2.5,  32.5,23.8729530805829
  2.5,  33.5,23.878520644944295
  2.5,  34.5,23.672953005494747
  2.5,  35.5,26.75082666846528
  2.5,  36.5,27.43530931692014
  2.5,  37.5,26.06533814298696
  2.5,  38.5,25.716523422591987
  2.5,  39.5,26.1058193020437
  2.5,  40.5,27.40689698581038
  2.5,  41.5,27.868103780965697
  2.5,  42.5,28.494576519933247
  2.5,  43.5,27.550395532586112
  2.5,  44.5,27.238146998416422
  2.5,  45.5,27.392637071938356
  2.5,  46.5,27.672486020230696
  2.5,  96.5,27.68053198408806
  2.5,  97.5,27.38065195905751
  2.5,  98.5,24.380352568352365
  2.5,  99.5,25.644181487204023
  2.5, -50.5,26.660057873561463
  2.5, -51.5,25.73847031867368
  2.5, -52.5,25.68035252340909
  2.5, -53.5,25.747737487157192
  2.5, -54.5,25.427838089822355
  2.5, -55.5,25.5403021861767
  2.5, -56.5,25.546875460394503
  2.5, -57.5,26.35567568636489
  2.5, -58.5,26.509950141797127
  2.5, -59.5,26.502586638790444
  2.5, -60.5,26.736315138038552
  2.5, -61.5,26.5373209235312
  2.5, -62.5,25.815805111808345
  2.5, -63.5,23.41293163683223
  2.5, -64.5,24.94989257571341
  2.5, -65.5,25.17194734222588
  2.5, -66.5,26.786315115018827
  2.5, -67.5,26.38107090160765
  2.5, -68.5,26.25890852939124
  2.5, -69.5,26.362608260121842
  2.5, -70.5,26.141343733360028
  2.5, -71.5,26.051724636691745
  2.5, -72.5,26.022270547932596
  2.5, -73.5,25.08638692724294
  2.5, -74.5,23.980316614282547
  2.5, -75.5,20.539547958593268
  2.5, -76.5,15.000000291857232
  2.5, -77.5,24.146552192753763
  2.5, -78.5,25.94023025995013
  2.5, 100.5,27.52983763848228
  2.5, 101.5,27.34547454735329
  2.5, 102.5,26.44403782110105
  2.5, 103.5,26.27417450937732
  2.5, 111.5,26.52365969515395
  2.5, 112.5,25.633657197842652
  2.5, 113.5,25.238973003694387
  2.5, 114.5,23.783118267168952
  2.5, 115.5,23.54859968437547
  2.5, 116.5,25.23818295303433
  2.5, 117.5,27.097486123271377
  2.5, 128.5,25.129454426381777
  2.5,-157.5,27.523707480266186
  3.5,   8.5,23.96551754556853
  3.5,   9.5,26.643678555543396
  3.5,  10.5,25.62711963160285
  3.5,  11.5,23.98480644993399
  3.5,  12.5,24.214547806772696
  3.5,  13.5,24.025611079972368
  3.5,  14.5,24.072952843260488
  3.5,  15.5,24.235488968333982
  3.5,  16.5,24.084662834803265
  3.5,  17.5,24.460524986530178
  3.5,  18.5,25.18469865842798
  3.5,  19.5,24.897557866984407
  3.5,  20.5,24.939152783360974
  3.5,  21.5,24.778017742880465
  3.5,  22.5,24.635920036798243
  3.5,  23.5,24.671408447726023
  3.5,  24.5,24.477191582493404
  3.5,  25.5,24.300000404489452
  3.5,  26.5,23.947019083746554
  3.5,  27.5,24.371408511852398
  3.5,  28.5,24.475287747109075
  3.5,  29.5,24.545797852264055
  3.5,  30.5,23.62291713966721
  3.5,  31.5,25.366954518460684
  3.5,  32.5,24.21835536792361
  3.5,  33.5,23.586710324232612
  3.5,  34.5,24.47399473738397
  3.5,  35.5,28.32819737237076
  3.5,  36.5,27.641810759730728
  3.5,  37.5,26.112680111808345
  3.5,  38.5,24.606968835852616
  3.5,  39.5,24.2113509452206
  3.5,  40.5,25.77399467873848
  3.5,  41.5,27.909303533619852
  3.5,  42.5,29.48143010851981
  3.5,  43.5,27.50977050847021
  3.5,  44.5,27.05395163064716
  3.5,  45.5,28.105819471951193
  3.5,  46.5,27.939332293367936
  3.5,  96.5,26.95646587185476
  3.5,  97.5,24.016199986139938
  3.5,  98.5,26.20642984050444
  3.5,  99.5,27.371983270535523
  3.5, -51.5,25.598168408733674
  3.5, -52.5,25.442385457027925
  3.5, -53.5,25.74928212165833
  3.5, -54.5,25.91745738325448
  3.5, -55.5,25.887069406180554
  3.5, -56.5,24.362428632275815
  3.5, -57.5,25.916343667041303
  3.5, -58.5,26.406645610414706
  3.5, -59.5,26.562141215664223
  3.5, -60.5,27.04145170080251
  3.5, -61.5,26.521049362489553
  3.5, -62.5,25.485704400073526
  3.5, -63.5,24.371300782280414
  3.5, -64.5,23.426544912930193
  3.5, -65.5,24.794397036234546
  3.5, -66.5,26.512572340581613
  3.5, -67.5,26.947953021389317
  3.5, -68.5,26.741128274764137
  3.5, -69.5,26.691200086440166
  3.5, -70.5,26.728700254155306
  3.5, -71.5,26.469899901028338
  3.5, -72.5,26.335991719673423
  3.5, -73.5,25.445546424251866
  3.5, -74.5,19.38074744158778
  3.5, -75.5,20.15531646246198
  3.5, -76.5,20.884303575274593
  3.5, -77.5,26.180819327803867
  3.5, 101.5,25.871947395390478
  3.5, 102.5,25.85639411005481
  3.5, 103.5,26.196049262737407
  3.5, 113.5,26.16792428082433
  3.5, 114.5,25.004993334583858
  3.5, 115.5,23.310093635800236
  3.5, 116.5,25.464871137991725
  3.5, 117.5,27.160955853845888
  3.5, 125.5,26.49360672084765
  4.5,   5.5,26.740661366232512
  4.5,   6.5,26.696767713831765
  4.5,   7.5,26.726963840681933
  4.5,   8.5,26.661207226501116
  4.5,   9.5,25.158944467018394
  4.5,  -1.5,26.678448693505647
  4.5,  -2.5,26.789224542420488
  4.5,  -6.5,26.235632548387017
  4.5,  -7.5,25.797809291159975
  4.5,  -8.5,25.883118212908162
  4.5,  10.5,25.196803567053262
  4.5,  11.5,25.00395174684196
  4.5,  12.5,24.390661401310194
  4.5,  13.5,24.186961628924845
  4.5,  14.5,24.288721706675393
  4.5,  15.5,24.286853924564937
  4.5,  16.5,24.454921508657527
  4.5,  17.5,24.580280679395834
  4.5,  18.5,25.14173897381487
  4.5,  19.5,25.093678553899135
  4.5,  20.5,25.36375773912189
  4.5,  21.5,25.09583374549603
  4.5,  22.5,24.985093758024018
  4.5,  23.5,24.84166713966721
  4.5,  24.5,24.568175751587443
  4.5,  25.5,24.20273034325962
  4.5,  26.5,24.319432913571944
  4.5,  27.5,24.742780688165254
  4.5,  28.5,25.130675831060305
  4.5,  29.5,25.185812221176327
  4.5,  30.5,25.14985683046539
  4.5,  31.5,26.42586254251415
  4.5,  32.5,25.174641261155582
  4.5,  33.5,24.841379752104316
  4.5,  34.5,27.505891202510092
  4.5,  35.5,27.39166717693724
  4.5,  36.5,26.87288116038531
  4.5,  37.5,22.886027744446682
  4.5,  38.5,19.596300810232933
  4.5,  39.5,22.683621074961522
  4.5,  40.5,24.77658087631752
  4.5,  41.5,26.876473119889187
  4.5,  42.5,29.292960339579096
  4.5,  43.5,27.979634052035458
  4.5,  44.5,27.592493405287303
  4.5,  45.5,28.297917094723932
  4.5,  46.5,28.101940171471963
  4.5,  47.5,27.69885104826127
  4.5,  73.5,28.15474179421349
  4.5,  95.5,26.83601568211084
  4.5,  96.5,24.79511540511559
  4.5,  97.5,25.662931527214493
  4.5, -51.5,26.22864022748224
  4.5, -52.5,25.62230651131992
  4.5, -53.5,25.938865541041586
  4.5, -54.5,25.901078087159963
  4.5, -55.5,26.182184402970066
  4.5, -56.5,25.86490702903134
  4.5, -57.5,26.13530946051938
  4.5, -58.5,26.22431782196308
  4.5, -59.5,25.33071173196552
  4.5, -60.5,23.73972750532217
  4.5, -61.5,23.214224618056733
  4.5, -62.5,23.895223058503255
  4.5, -63.5,23.59296012746877
  4.5, -64.5,22.90912405923866
  4.5, -65.5,23.815912855082548
  4.5, -66.5,25.694001951436892
  4.5, -67.5,26.525359641546498
  4.5, -68.5,27.29303213371628
  4.5, -69.5,26.771264709275346
  4.5, -70.5,26.712356723588094
  4.5, -71.5,26.66666708595452
  4.5, -72.5,26.47726344788212
  4.5, -73.5,19.700323787228815
  4.5, -74.5,19.622593561808273
  4.5, -75.5,17.384087885933365
  4.5, -76.5,22.96706219103145
  4.5, -77.5,26.01458371644732
  4.5, 100.5,26.857184193600183
  4.5, 101.5,24.609052115473254
  4.5, 102.5,24.467313673304425
  4.5, 103.5,26.04899465626683
  4.5, 114.5,26.432435838655497
  4.5, 115.5,24.24425318323333
  4.5, 116.5,24.602299257256526
  4.5, 117.5,25.37927488897039
  4.5, 118.5,26.627371031662516
  5.5,   0.5,27.377514748737728
  5.5,   1.5,26.45761534811436
  5.5,   5.5,26.98699756600391
  5.5,   6.5,26.8520119436856
  5.5,   7.5,26.542600946864862
  5.5,   8.5,25.946624059786746
  5.5,   9.5,24.81293154858995
  5.5,  -0.5,27.210776427696494
  5.5,  -1.5,26.765517750005614
  5.5,  -2.5,26.951365410596477
  5.5,  -3.5,26.78002918725727
  5.5,  -4.5,26.932291965375008
  5.5,  -5.5,26.582364082336433
  5.5,  -6.5,25.891020574788943
  5.5,  -7.5,25.44802476619852
  5.5,  -8.5,25.44234954899755
  5.5,  -9.5,25.984914195948637
  5.5,  10.5,21.810955951953762
  5.5,  11.5,24.209195813913457
  5.5,  12.5,24.273060815087685
  5.5,  13.5,24.138434352545907
  5.5,  14.5,23.47636540730795
  5.5,  15.5,24.509411356915006
  5.5,  16.5,24.150682912475766
  5.5,  17.5,24.659267576261502
  5.5,  18.5,25.28872170667539
  5.5,  19.5,25.49335539203951
  5.5,  20.5,25.389907124398775
  5.5,  21.5,24.99026616140344
  5.5,  22.5,24.53674607989432
  5.5,  23.5,24.52747892237258
  5.5,  24.5,24.51932516865347
  5.5,  25.5,24.651580862615305
  5.5,  26.5,24.891846829447257
  5.5,  27.5,25.411458897864687
  5.5,  28.5,26.151114022594765
  5.5,  29.5,26.60671738920541
  5.5,  30.5,27.29762978389346
  5.5,  31.5,28.211494700662023
  5.5,  32.5,28.286458810170497
  5.5,  33.5,27.597629807461274
  5.5,  34.5,26.56512253859948
  5.5,  35.5,25.44418152447405
  5.5,  36.5,23.54245738051404
  5.5,  37.5,20.09023045671398
  5.5,  38.5,18.64712691581113
  5.5,  39.5,20.58620735146534
  5.5,  40.5,23.759519179662075
  5.5,  41.5,26.790984657989156
  5.5,  42.5,27.956753286822092
  5.5,  43.5,28.52507229234981
  5.5,  44.5,28.068068022015456
  5.5,  45.5,27.32453343237954
  5.5,  46.5,27.89446883366026
  5.5,  47.5,27.25481369029517
  5.5,  48.5,27.300287824937673
  5.5,  80.5,26.75416702511667
  5.5,  95.5,26.613398480689394
  5.5,  96.5,27.675790597652565
  5.5,  97.5,28.027945765133563
  5.5, -53.5,26.31633169349583
  5.5, -54.5,26.53609958462332
  5.5, -55.5,26.89683957757622
  5.5, -56.5,26.72051046634543
  5.5, -57.5,26.809267636003174
  5.5, -58.5,26.1278022102926
  5.5, -59.5,25.17428200272308
  5.5, -60.5,22.315553610352268
  5.5, -61.5,20.32385109484881
  5.5, -62.5,22.812644122660853
  5.5, -63.5,24.342385505807815
  5.5, -64.5,24.307220250710678
  5.5, -65.5,22.77104924465048
  5.5, -66.5,23.229346768609414
  5.5, -67.5,26.956717480188136
  5.5, -68.5,27.567385481691915
  5.5, -69.5,26.866523498776317
  5.5, -70.5,27.036530637193003
  5.5, -71.5,26.965373883302192
  5.5, -72.5,20.124102444484322
  5.5, -73.5,13.973635332337745
  5.5, -74.5,23.801904168622254
  5.5, -75.5,18.504669743022703
  5.5, -76.5,23.776688701805032
  5.5, -77.5,25.662715906384342
  5.5, 100.5,26.75822602195302
  5.5, 101.5,24.45211972039322
  5.5, 102.5,26.14364271876456
  5.5, 115.5,26.67346767721505
  5.5, 116.5,23.643642735207226
  5.5, 117.5,25.25908811613061
  5.5, 118.5,26.77826902784151
  5.5, 119.5,26.973563624524523
  5.5, 120.5,26.947557896033096
  5.5, 125.5,24.593247479405893
  5.5, 153.5,27.63850613298088
  6.5,   0.5,26.74798901875814
  6.5,   1.5,27.146911371713404
  6.5,   2.5,27.394827930406592
  6.5,   3.5,27.280962985137418
  6.5,   4.5,27.26896597051073
  6.5,   5.5,26.945474580786698
  6.5,   6.5,26.670761916829257
  6.5,   7.5,26.71659528798071
  6.5,   8.5,26.634591034089016
  6.5,   9.5,24.964188704545474
  6.5,  -0.5,26.599713007609047
  6.5,  -1.5,26.585704384178953
  6.5,  -2.5,26.883369777394442
  6.5,  -3.5,26.93900885253117
  6.5,  -4.5,27.223420066395025
  6.5,  -5.5,26.53304644836777
  6.5,  -6.5,26.11056091045512
  6.5,  -7.5,25.716307985371564
  6.5,  -8.5,25.636099631758945
  6.5,  -9.5,25.443211640434708
  6.5,  10.5,22.858513412804445
  6.5,  11.5,22.40736394366999
  6.5,  12.5,23.38293859876436
  6.5,  13.5,23.506142745072818
  6.5,  14.5,23.105208772352377
  6.5,  15.5,23.181789357086714
  6.5,  16.5,24.741271928809162
  6.5,  17.5,25.464978845640164
  6.5,  18.5,25.661853823168528
  6.5,  19.5,25.553017769736808
  6.5,  20.5,25.308369666680527
  6.5,  21.5,24.894864035748892
  6.5,  22.5,24.52248605366411
  6.5,  23.5,24.315481807993752
  6.5,  24.5,24.248384105748148
  6.5,  25.5,24.646839561133554
  6.5,  26.5,25.625898443419363
  6.5,  27.5,26.64877926618204
  6.5,  28.5,27.392708772900466
  6.5,  29.5,28.087859693614924
  6.5,  30.5,28.408297914198084
  6.5,  31.5,28.55585528516222
  6.5,  32.5,28.659555070701693
  6.5,  33.5,27.70323305568476
  6.5,  34.5,25.997342408388516
  6.5,  35.5,21.166918628517244
  6.5,  36.5,20.416990477463298
  6.5,  37.5,18.9465881024284
  6.5,  38.5,17.575251732749503
  6.5,  39.5,15.512895374462524
  6.5,  40.5,19.750683017160707
  6.5,  41.5,24.882327984119282
  6.5,  42.5,27.522845251806853
  6.5,  43.5,26.69066138925224
  6.5,  44.5,26.348599590104207
  6.5,  45.5,26.310740396894264
  6.5,  46.5,27.104454558471158
  6.5,  47.5,27.186853830841773
  6.5,  48.5,27.22101338430383
  6.5,  49.5,28.282256156548684
  6.5,  80.5,25.452658466909128
  6.5,  81.5,26.987320787605203
  6.5,  99.5,27.412356719203373
  6.5, -10.5,25.785453009879458
  6.5, -11.5,26.391595226594767
  6.5, -57.5,26.734195873655125
  6.5, -58.5,26.48469878065175
  6.5, -59.5,26.06691858960295
  6.5, -60.5,25.471947289061273
  6.5, -61.5,25.792816532069242
  6.5, -62.5,24.775611132040797
  6.5, -63.5,25.024282110148466
  6.5, -64.5,25.494540713299283
  6.5, -65.5,22.56458383319022
  6.5, -66.5,24.49669588571308
  6.5, -67.5,28.038865541589672
  6.5, -68.5,27.817816652100667
  6.5, -69.5,27.13398035093286
  6.5, -70.5,27.28997888784299
  6.5, -71.5,26.333980450685004
  6.5, -72.5,14.055998802185062
  6.5, -73.5,22.2272275617753
  6.5, -74.5,25.845151366858648
  6.5, -75.5,18.828556364980237
  6.5, -76.5,22.602407123850682
  6.5, -77.5,25.496695836385094
  6.5, 100.5,27.49008651163386
  6.5, 101.5,27.064440075008353
  6.5, 116.5,25.211638256051078
  6.5, 117.5,26.73297465532676
  6.5, 121.5,26.889176889397632
  6.5, 122.5,26.245761865857
  6.5, 124.5,25.289942851011787
  6.5, 125.5,24.40057512535446
  7.5,   0.5,26.529203110727774
  7.5,   1.5,27.19518717952159
  7.5,   2.5,27.554526323559642
  7.5,   3.5,27.15017998629603
  7.5,   4.5,26.443750474644805
  7.5,   5.5,26.10366425294986
  7.5,   6.5,26.637356807445663
  7.5,   7.5,27.01325473292121
  7.5,   8.5,27.27995735201343
  7.5,   9.5,27.015445892838233
  7.5,  -0.5,27.536279190545798
  7.5,  -1.5,26.899569379872297
  7.5,  -2.5,26.77097737378088
  7.5,  -3.5,27.088434307054545
  7.5,  -4.5,27.10168869742032
  7.5,  -5.5,26.559590920634655
  7.5,  -6.5,26.169828072361568
  7.5,  -7.5,25.052227488879502
  7.5,  -8.5,25.0615306421258
  7.5,  -9.5,24.952011979859456
  7.5,  10.5,25.93031665922582
  7.5,  11.5,24.378843778851394
  7.5,  12.5,23.30872896073879
  7.5,  13.5,23.49213407779563
  7.5,  14.5,23.260021988002737
  7.5,  15.5,24.80086263842967
  7.5,  16.5,25.950144184046785
  7.5,  17.5,26.361818072439615
  7.5,  18.5,26.344181425269994
  7.5,  19.5,26.364943022015453
  7.5,  20.5,25.63139402455297
  7.5,  21.5,24.714296406713032
  7.5,  22.5,24.36706225351356
  7.5,  23.5,24.297845393761826
  7.5,  24.5,24.624605356961837
  7.5,  25.5,25.118211636598087
  7.5,  26.5,26.627047831984775
  7.5,  27.5,27.66882233784117
  7.5,  28.5,27.89910248778333
  7.5,  29.5,28.145654185064913
  7.5,  30.5,28.393678582947835
  7.5,  31.5,28.36591281836061
  7.5,  32.5,28.461135518961946
  7.5,  33.5,28.38559660144236
  7.5,  34.5,27.247629823355847
  7.5,  35.5,19.864583810170497
  7.5,  36.5,17.45262258080231
  7.5,  37.5,18.340086721825877
  7.5,  38.5,18.18764419254216
  7.5,  39.5,14.83171720751401
  7.5,  40.5,19.16598464428694
  7.5,  41.5,23.64906666744715
  7.5,  42.5,25.562895580269828
  7.5,  43.5,25.034842282876202
  7.5,  44.5,24.93279497376804
  7.5,  45.5,26.162715963933667
  7.5,  46.5,26.438254898992085
  7.5,  47.5,26.324461649204128
  7.5,  48.5,26.2771196968254
  7.5,  49.5,27.93405212205032
  7.5,  79.5,27.768822209588407
  7.5,  80.5,26.19234954077622
  7.5,  81.5,27.228161313067915
  7.5,  98.5,27.359986014749804
  7.5,  99.5,27.416092409484694
  7.5, -10.5,25.291128246263533
  7.5, -11.5,26.45510099674093
  7.5, -12.5,26.735165628893625
  7.5, -58.5,26.674665124937032
  7.5, -59.5,25.950072277551413
  7.5, -60.5,26.01523023912276
  7.5, -61.5,25.68509388244015
  7.5, -62.5,25.692637070842178
  7.5, -63.5,26.415876879089186
  7.5, -64.5,26.207938712218716
  7.5, -65.5,26.91796021899958
  7.5, -66.5,27.639727441743872
  7.5, -67.5,28.04015850746769
  7.5, -68.5,27.731035062636455
  7.5, -69.5,27.358010508548258
  7.5, -70.5,27.438039226093515
  7.5, -71.5,25.799282076715055
  7.5, -72.5,17.627838075846096
  7.5, -73.5,25.65423892010218
  7.5, -74.5,25.160057909187238
  7.5, -75.5,23.03487844028693
  7.5, -76.5,25.10492138204904
  7.5, -77.5,25.413470246325968
  7.5, -78.5,26.211566450952116
  7.5, -80.5,25.920007604292074
  7.5, -81.5,26.09324751503166
  7.5, 100.5,27.74276858910747
  7.5, 122.5,27.10808229446411
  7.5, 123.5,26.706034868613056
  7.5, 124.5,24.850575181259515
  7.5, 125.5,25.3244256617009
  7.5, 126.5,24.444540558190187
  7.5, 134.5,27.76939719572835
  7.5, 151.5,27.75395150842338
  8.5,   0.5,26.978879829932907
  8.5,   1.5,27.08038845555536
  8.5,   2.5,27.463542283266445
  8.5,   3.5,26.71684663323151
  8.5,   4.5,26.862644157190438
  8.5,   5.5,27.09985663699008
  8.5,   6.5,27.359806526666404
  8.5,   7.5,26.847450275530765
  8.5,   8.5,27.064332353657694
  8.5,   9.5,27.40657381627752
  8.5,  -0.5,27.906034858747464
  8.5,  -1.5,27.843894204874154
  8.5,  -2.5,27.19152351631516
  8.5,  -3.5,27.114368263332327
  8.5,  -4.5,26.996444480172528
  8.5,  -5.5,26.614547795262837
  8.5,  -6.5,26.347486175339803
  8.5,  -7.5,25.602191533165424
  8.5,  -8.5,24.358944405084376
  8.5,  -9.5,24.215230341615353
  8.5,  10.5,27.51648748058013
  8.5,  11.5,26.22528776629218
  8.5,  12.5,26.431465954616158
  8.5,  13.5,26.86821156534656
  8.5,  14.5,26.977299454568453
  8.5,  15.5,26.65722029236542
  8.5,  16.5,26.748527735129176
  8.5,  17.5,27.04964133240711
  8.5,  18.5,27.617421490022508
  8.5,  19.5,26.917888493373482
  8.5,  20.5,26.57435390592992
  8.5,  21.5,25.68750047409672
  8.5,  22.5,24.73746452112308
  8.5,  23.5,24.16034531593323
  8.5,  24.5,24.562105411770702
  8.5,  25.5,25.93764416102706
  8.5,  26.5,27.32870018893275
  8.5,  27.5,27.97916713802294
  8.5,  28.5,28.49551052882754
  8.5,  29.5,28.39134382927555
  8.5,  30.5,28.340805114000695
  8.5,  31.5,28.084950194961728
  8.5,  32.5,28.20772312427389
  8.5,  33.5,28.21390131698258
  8.5,  34.5,25.14472030497146
  8.5,  35.5,21.186530603759593
  8.5,  36.5,18.880963150112112
  8.5,  37.5,18.122773356821348
  8.5,  38.5,16.458189987588206
