First_Author	Title	Year	Journal	DOI	System	Q_L.s	Velocity_m.s	Flow_Category	Decay_Method	Mesh_Size_Category	Setting	Manipulation	LULC_Category	Light_Category	Detritus_Type	Detritus_Condition	Detritus_Species	Time_Series_ID	Meas_Day	Start_Date	Temperature_C	pH	Cond_uS.cm	DOC_mg.L	Water_SRP_ug.L	Water_TP_ug.L	Water_NO3_ug.L	Water_NH4_ug.L	Water_DIN_ug.L	Water_TN_ug.L	Mass_per_remaining	Initial_Mass_g	AFDM_DM_ratio	k	Remain_Mass_Category	Tannin_per	Total_Phenolics_per	Lignin_per	Cellulose_per	Hemicellulose_per	C_per	N_per	P_per	CN_molar	CP_molar	NP_molar	Ergosterol_ug.g	Component_Mass_Category	Geog_Locale	Altitude_m	Lat_Long	Sample_Size	LULC_Quantified	Inverts_AddInfo	Microbes_AddInfo	CNPFluxes_AddInfo	Component_Ratio_type	C_method	N_method	P_method	Notes
Balasubramanian	Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills	2012	Ecological Engineering	10.1016/j.ecoleng.2012.03.002	wetland	NA	NA	NA	litter_bag	1	field	NA	NA	NA	petioles	green	Eichhornia_crassipes	5	3	September2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	91.9804822	10	NA	0.0314	dm	NA	NA	24.9779735682819	29.1657638136511	39.4852135815991	35.8	2.06020066889632	0.264804469273743	20.2706946051451	348.622902152566	17.198369811367	NA	dm	"Pichola Nishi wetland; Papum Pare district; Arunachal Pradesh northeastern India"	NA	28.000000_93.516667	6	N	N	N	Y	molar	combustion83	digestion	molybdenum_blue	
Balasubramanian	Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills	2012	Ecological Engineering	10.1016/j.ecoleng.2012.03.002	wetland	NA	NA	NA	litter_bag	1	field	NA	NA	NA	petioles	green	Eichhornia_crassipes	5	7	September2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	73.29506315	10	NA	0.0314	dm	NA	NA	24.5814977973568	28.8190682556879	36.7469879518072	38	2.26755852842809	0.298324022346368	19.5488051992072	328.4683799705	16.802478546557	NA	dm	"Pichola Nishi wetland; Papum Pare district; Arunachal Pradesh northeastern India"	NA	28.000000_93.516667	6	N	N	N	Y	molar	combustion84	digestion	molybdenum_blue	
Balasubramanian	Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills	2012	Ecological Engineering	10.1016/j.ecoleng.2012.03.002	wetland	NA	NA	NA	litter_bag	1	field	NA	NA	NA	petioles	green	Eichhornia_crassipes	5	14	September2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58.10562572	10	NA	0.0314	dm	NA	NA	24.9779735682819	28.3423618634886	37.1851040525739	38.3333333333333	2.18729096989966	0.286927374301676	20.4439661647914	344.510767031281	16.8514643515992	NA	dm	"Pichola Nishi wetland; Papum Pare district; Arunachal Pradesh northeastern India"	NA	28.000000_93.516667	6	N	N	N	Y	molar	combustion85	digestion	molybdenum_blue	
Balasubramanian	Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills	2012	Ecological Engineering	10.1016/j.ecoleng.2012.03.002	wetland	NA	NA	NA	litter_bag	1	field	NA	NA	NA	petioles	green	Eichhornia_crassipes	5	34	September2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.1435132	10	NA	0.0314	dm	NA	NA	25.1541850220264	25.6554712892741	35.5969331872946	39.8666666666666	2.0200668896321	0.259441340782123	23.0218013686167	396.249696694997	17.2119327393365	NA	dm	"Pichola Nishi wetland; Papum Pare district; Arunachal Pradesh northeastern India"	NA	28.000000_93.516667	6	N	N	N	Y	molar	combustion86	digestion	molybdenum_blue	
Balasubramanian	Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills	2012	Ecological Engineering	10.1016/j.ecoleng.2012.03.002	wetland	NA	NA	NA	litter_bag	1	field	NA	NA	NA	petioles	green	Eichhornia_crassipes	5	66	September2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.28817451	10	NA	0.0314	dm	NA	NA	25.2863436123347	25.7854821235103	33.6254107338444	41.8666666666666	2.0133779264214	0.243351955307262	24.2570626360647	443.641068418905	18.2891504661951	NA	dm	"Pichola Nishi wetland; Papum Pare district; Arunachal Pradesh northeastern India"	NA	28.000000_93.516667	6	N	N	N	Y	molar	combustion87	digestion	molybdenum_blue	
Balasubramanian	Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills	2012	Ecological Engineering	10.1016/j.ecoleng.2012.03.002	wetland	NA	NA	NA	litter_bag	1	field	NA	NA	NA	petioles	green	Eichhornia_crassipes	5	91	September2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.353616533	10	NA	0.0314	dm	NA	NA	24.9779735682819	24.5287107258938	29.9561883899233	39.4666666666666	2.08026755852842	0.248715083798882	22.1312721713685	409.191422042977	18.4892860597663	NA	dm	"Pichola Nishi wetland; Papum Pare district; Arunachal Pradesh northeastern India"	NA	28.000000_93.516667	6	N	N	N	Y	molar	combustion88	digestion	molybdenum_blue	
Balasubramanian	Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills	2012	Ecological Engineering	10.1016/j.ecoleng.2012.03.002	wetland	NA	NA	NA	litter_bag	1	field	NA	NA	NA	petioles	green	Eichhornia_crassipes	5	115	September2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.701492537	10	NA	0.0314	dm	NA	NA	25.1541850220264	20.498374864572	29.1894852135815	38.8	2.0133779264214	0.237988826815642	22.4802714238689	420.410307529329	18.7013003358558	NA	dm	"Pichola Nishi wetland; Papum Pare district; Arunachal Pradesh northeastern India"	NA	28.000000_93.516667	6	N	N	N	Y	molar	combustion89	digestion	molybdenum_blue	
Balasubramanian	Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills	2012	Ecological Engineering	10.1016/j.ecoleng.2012.03.002	wetland	NA	NA	NA	litter_bag	1	field	NA	NA	NA	roots	green	Eichhornia_crassipes	6	0	September2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	10	NA	0.0105	dm	NA	NA	23.944	27.1	39.56	29.576	1.234	0.193	27.9588565444517	395.166687518605	14.1338644121704	NA	dm	"Pichola Nishi wetland; Papum Pare district; Arunachal Pradesh northeastern India"	NA	28.000000_93.516667	6	N	N	N	Y	molar	combustion90	digestion	molybdenum_blue	
Balasubramanian	Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills	2012	Ecological Engineering	10.1016/j.ecoleng.2012.03.002	wetland	NA	NA	NA	litter_bag	1	field	NA	NA	NA	roots	green	Eichhornia_crassipes	6	3	September2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.97535211	10	NA	0.0105	dm	NA	NA	24.0088105726872	26.6522210184182	38.3351588170865	30.9333333333333	1.49832775919732	0.204469273743016	24.0832461044368	390.118786864014	16.1987626241191	NA	dm	"Pichola Nishi wetland; Papum Pare district; Arunachal Pradesh northeastern India"	NA	28.000000_93.516667	6	N	N	N	Y	molar	combustion91	digestion	molybdenum_blue	
Balasubramanian	Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills	2012	Ecological Engineering	10.1016/j.ecoleng.2012.03.002	wetland	NA	NA	NA	litter_bag	1	field	NA	NA	NA	roots	green	Eichhornia_crassipes	6	7	September2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95.51056338	10	NA	0.0105	dm	NA	NA	24.3612334801762	22.361863488624	36.6374589266155	31.6	1.49163879598662	0.197094972067039	24.712605713475	413.437375505295	16.7298171750404	NA	dm	"Pichola Nishi wetland; Papum Pare district; Arunachal Pradesh northeastern India"	NA	28.000000_93.516667	6	N	N	N	Y	molar	combustion92	digestion	molybdenum_blue	
Balasubramanian	Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills	2012	Ecological Engineering	10.1016/j.ecoleng.2012.03.002	wetland	NA	NA	NA	litter_bag	1	field	NA	NA	NA	roots	green	Eichhornia_crassipes	6	14	September2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	74.80633803	10	NA	0.0105	dm	NA	NA	23.8325991189427	20.931744312026	35.3778751369112	31.8666666666666	1.75919732441471	0.270837988826815	21.1308617976781	303.406761783589	14.3584660525737	NA	dm	"Pichola Nishi wetland; Papum Pare district; Arunachal Pradesh northeastern India"	NA	28.000000_93.516667	6	N	N	N	Y	molar	combustion93	digestion	molybdenum_blue	
Balasubramanian	Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills	2012	Ecological Engineering	10.1016/j.ecoleng.2012.03.002	wetland	NA	NA	NA	litter_bag	1	field	NA	NA	NA	roots	green	Eichhornia_crassipes	6	34	September2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68.52112676	10	NA	0.0105	dm	NA	NA	24.2731277533039	21.0184182015168	35.5421686746987	33.7333333333333	1.69230769230769	0.224581005586592	23.2527893422148	387.332941178095	16.6574829143144	NA	dm	"Pichola Nishi wetland; Papum Pare district; Arunachal Pradesh northeastern India"	NA	28.000000_93.516667	6	N	N	N	Y	molar	combustion94	digestion	molybdenum_blue	
Balasubramanian	Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills	2012	Ecological Engineering	10.1016/j.ecoleng.2012.03.002	wetland	NA	NA	NA	litter_bag	1	field	NA	NA	NA	roots	green	Eichhornia_crassipes	6	66	September2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	61.98943662	10	NA	0.0105	dm	NA	NA	24.5374449339207	19.4582881906825	34.1730558598028	34.9999999999999	1.62541806020066	0.183016759776536	25.1187539190593	493.1458471217	19.6325760708821	NA	dm	"Pichola Nishi wetland; Papum Pare district; Arunachal Pradesh northeastern India"	NA	28.000000_93.516667	6	N	N	N	Y	molar	combustion95	digestion	molybdenum_blue	
Balasubramanian	Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills	2012	Ecological Engineering	10.1016/j.ecoleng.2012.03.002	wetland	NA	NA	NA	litter_bag	1	field	NA	NA	NA	roots	green	Eichhornia_crassipes	6	91	September2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.31338028	10	NA	0.0105	dm	NA	NA	24.0528634361233	15.8179848320693	31.2705366922234	32.8	1.7257525083612	0.195754189944134	22.1712642565305	432.07682714937	19.4881456533135	NA	dm	"Pichola Nishi wetland; Papum Pare district; Arunachal Pradesh northeastern India"	NA	28.000000_93.516667	6	N	N	N	Y	molar	combustion96	digestion	molybdenum_blue	
Balasubramanian	Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills	2012	Ecological Engineering	10.1016/j.ecoleng.2012.03.002	wetland	NA	NA	NA	litter_bag	1	field	NA	NA	NA	roots	green	Eichhornia_crassipes	6	115	September2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37.58802817	10	NA	0.0105	dm	NA	NA	24.2290748898678	13.9544962080173	20.7557502738225	32.3333333333333	1.64548494983277	0.168268156424581	22.9219569735248	495.50351651033	21.6169813547178	NA	dm	"Pichola Nishi wetland; Papum Pare district; Arunachal Pradesh northeastern India"	NA	28.000000_93.516667	6	N	N	N	Y	molar	combustion97	digestion	molybdenum_blue	
Balasubramanian	Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills	2012	Ecological Engineering	10.1016/j.ecoleng.2012.03.002	wetland	NA	NA	NA	litter_bag	1	field	NA	NA	NA	leaves	green	Eichhornia_crassipes	7	0	September2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	10	NA	0.0176	dm	NA	NA	29.546	31.24	37.61	41.904	2.145	0.207	22.7888973640847	522.015421931	22.906567772502	NA	dm	"Nirjuli wetland; Papum Pare district; Arunachal Pradesh northeastern India"	NA	28.000000_93.516667	6	N	N	N	Y	molar	combustion98	digestion	molybdenum_blue	
Balasubramanian	Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills	2012	Ecological Engineering	10.1016/j.ecoleng.2012.03.002	wetland	NA	NA	NA	litter_bag	1	field	NA	NA	NA	leaves	green	Eichhornia_crassipes	7	3	September2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	89.79077253	10	NA	0.0176	dm	NA	NA	31.6964285714285	31.0428100987925	36.9988545246277	43.3411764705882	2.26787741203178	0.263656387665198	22.2933969086881	423.897247158647	19.0144754025102	NA	dm	"Nirjuli wetland; Papum Pare district; Arunachal Pradesh northeastern India"	NA	28.000000_93.516667	6	N	N	N	Y	molar	combustion99	digestion	molybdenum_blue	
Balasubramanian	Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills	2012	Ecological Engineering	10.1016/j.ecoleng.2012.03.002	wetland	NA	NA	NA	litter_bag	1	field	NA	NA	NA	leaves	green	Eichhornia_crassipes	7	7	September2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	86.63626609	10	NA	0.0176	dm	NA	NA	33.6607142857142	30.1646542261251	36.31156930126	43.2	2.11804767309875	0.248458149779735	23.7926679535543	448.361897000728	18.8445405902346	NA	dm	"Nirjuli wetland; Papum Pare district; Arunachal Pradesh northeastern India"	NA	28.000000_93.516667	6	N	N	N	Y	molar	combustion100	digestion	molybdenum_blue	
Balasubramanian	Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills	2012	Ecological Engineering	10.1016/j.ecoleng.2012.03.002	wetland	NA	NA	NA	litter_bag	1	field	NA	NA	NA	leaves	green	Eichhornia_crassipes	7	14	September2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	76.04613734	10	NA	0.0176	dm	NA	NA	34.9553571428571	31.3062568605927	35.9679266895761	43.0588235294117	1.96821793416572	0.239867841409691	25.520201718054	462.901225697648	18.1386193891318	NA	dm	"Nirjuli wetland; Papum Pare district; Arunachal Pradesh northeastern India"	NA	28.000000_93.516667	6	N	N	N	Y	molar	combustion101	digestion	molybdenum_blue	
Balasubramanian	Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills	2012	Ecological Engineering	10.1016/j.ecoleng.2012.03.002	wetland	NA	NA	NA	litter_bag	1	field	NA	NA	NA	leaves	green	Eichhornia_crassipes	7	34	September2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57.56974249	10	NA	0.0176	dm	NA	NA	35.8482142857142	29.5499451152579	36.0252004581901	42.5647058823529	1.90692395005675	0.233920704845814	26.0382259531623	469.222869277265	18.0205391151189	NA	dm	"Nirjuli wetland; Papum Pare district; Arunachal Pradesh northeastern India"	NA	28.000000_93.516667	6	N	N	N	Y	molar	combustion102	digestion	molybdenum_blue	
Balasubramanian	Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills	2012	Ecological Engineering	10.1016/j.ecoleng.2012.03.002	wetland	NA	NA	NA	litter_bag	1	field	NA	NA	NA	leaves	green	Eichhornia_crassipes	7	66	September2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48.55686695	10	NA	0.0176	dm	NA	NA	38.0803571428571	29.9890230515916	32.7033218785796	42.3529411764705	1.87287173666288	0.21079295154185	26.3797494957411	518.114430119469	19.6406122129066	NA	dm	"Nirjuli wetland; Papum Pare district; Arunachal Pradesh northeastern India"	NA	28.000000_93.516667	6	N	N	N	Y	molar	combustion103	digestion	molybdenum_blue	
Balasubramanian	Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills	2012	Ecological Engineering	10.1016/j.ecoleng.2012.03.002	wetland	NA	NA	NA	litter_bag	1	field	NA	NA	NA	leaves	green	Eichhornia_crassipes	7	91	September2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	41.23390558	10	NA	0.0176	dm	NA	NA	38.2589285714285	25.1152579582876	32.7033218785796	41.5058823529411	1.82519863791146	0.207488986784141	26.5273973473963	515.837366700472	19.445457085186	NA	dm	"Nirjuli wetland; Papum Pare district; Arunachal Pradesh northeastern India"	NA	28.000000_93.516667	6	N	N	N	Y	molar	combustion104	digestion	molybdenum_blue	
Balasubramanian	Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills	2012	Ecological Engineering	10.1016/j.ecoleng.2012.03.002	wetland	NA	NA	NA	litter_bag	1	field	NA	NA	NA	leaves	green	Eichhornia_crassipes	7	115	September2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.13733906	10	NA	0.0176	dm	NA	NA	38.8392857142857	21.1196487376509	27.4914089347079	41.2941176470588	1.85925085130533	0.216079295154185	25.90868254046	492.802876537945	19.0207616990314	NA	dm	"Nirjuli wetland; Papum Pare district; Arunachal Pradesh northeastern India"	NA	28.000000_93.516667	6	N	N	N	Y	molar	combustion105	digestion	molybdenum_blue	
Balasubramanian	Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills	2012	Ecological Engineering	10.1016/j.ecoleng.2012.03.002	wetland	NA	NA	NA	litter_bag	1	field	NA	NA	NA	petioles	green	Eichhornia_crassipes	8	0	September2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	10	NA	0.0252	dm	NA	NA	27.002	30.57	33.84	33.856	1.302	0.132	30.3333090320278	661.393485226957	21.8041982999156	NA	dm	"Nirjuli wetland; Papum Pare district; Arunachal Pradesh northeastern India"	NA	28.000000_93.516667	6	N	N	N	Y	molar	combustion106	digestion	molybdenum_blue	
Balasubramanian	Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills	2012	Ecological Engineering	10.1016/j.ecoleng.2012.03.002	wetland	NA	NA	NA	litter_bag	1	field	NA	NA	NA	petioles	green	Eichhornia_crassipes	8	3	September2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	93.30681818	10	NA	0.0252	dm	NA	NA	28.8392857142857	30.5159165751921	32.2451317296678	34.9411764705882	1.18501702610669	0.15726872246696	34.3960095795764	572.91918128862	16.6565595338364	NA	dm	"Nirjuli wetland; Papum Pare district; Arunachal Pradesh northeastern India"	NA	28.000000_93.516667	6	N	N	N	Y	molar	combustion107	digestion	molybdenum_blue	
Balasubramanian	Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills	2012	Ecological Engineering	10.1016/j.ecoleng.2012.03.002	wetland	NA	NA	NA	litter_bag	1	field	NA	NA	NA	petioles	green	Eichhornia_crassipes	8	7	September2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	77.19886364	10	NA	0.0252	dm	NA	NA	27.3660714285714	27.8814489571899	29.7250859106529	35.7882352941176	1.3416572077185	0.174449339207048	31.1167222795575	529.016421253234	17.0010329655054	NA	dm	"Nirjuli wetland; Papum Pare district; Arunachal Pradesh northeastern India"	NA	28.000000_93.516667	6	N	N	N	Y	molar	combustion108	digestion	molybdenum_blue	
Balasubramanian	Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills	2012	Ecological Engineering	10.1016/j.ecoleng.2012.03.002	wetland	NA	NA	NA	litter_bag	1	field	NA	NA	NA	petioles	green	Eichhornia_crassipes	8	14	September2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58.58522727	10	NA	0.0252	dm	NA	NA	27.4553571428571	27.2228320526893	28.2359679266895	35.7176470588235	1.38251986379114	0.181057268722467	30.1374560125812	508.703908900876	16.8794575324644	NA	dm	"Nirjuli wetland; Papum Pare district; Arunachal Pradesh northeastern India"	NA	28.000000_93.516667	6	N	N	N	Y	molar	combustion109	digestion	molybdenum_blue	
Balasubramanian	Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills	2012	Ecological Engineering	10.1016/j.ecoleng.2012.03.002	wetland	NA	NA	NA	litter_bag	1	field	NA	NA	NA	petioles	green	Eichhornia_crassipes	8	34	September2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.90909091	10	NA	0.0252	dm	NA	NA	29.6428571428571	26.0373216245883	27.6632302405498	35.3647058823529	1.29398410896708	0.16784140969163	31.8813156734713	543.33681172745	17.0424839831678	NA	dm	"Nirjuli wetland; Papum Pare district; Arunachal Pradesh northeastern India"	NA	28.000000_93.516667	6	N	N	N	Y	molar	combustion110	digestion	molybdenum_blue	
Balasubramanian	Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills	2012	Ecological Engineering	10.1016/j.ecoleng.2012.03.002	wetland	NA	NA	NA	litter_bag	1	field	NA	NA	NA	petioles	green	Eichhornia_crassipes	8	66	September2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.60795455	10	NA	0.0252	dm	NA	NA	29.9107142857142	24.5005488474204	27.8350515463917	35.0823529411764	1.23950056753688	0.161894273127753	33.0169621092531	558.798748941708	16.924596124036	NA	dm	"Nirjuli wetland; Papum Pare district; Arunachal Pradesh northeastern India"	NA	28.000000_93.516667	6	N	N	N	Y	molar	combustion111	digestion	molybdenum_blue	
Balasubramanian	Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills	2012	Ecological Engineering	10.1016/j.ecoleng.2012.03.002	wetland	NA	NA	NA	litter_bag	1	field	NA	NA	NA	petioles	green	Eichhornia_crassipes	8	91	September2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.26704545	10	NA	0.0252	dm	NA	NA	31.3392857142857	21.9099890230516	25.0859106529209	34.8705882352941	1.19863791146424	0.142731277533039	33.936448570042	629.99676377166	18.5640156916066	NA	dm	"Nirjuli wetland; Papum Pare district; Arunachal Pradesh northeastern India"	NA	28.000000_93.516667	6	N	N	N	Y	molar	combustion112	digestion	molybdenum_blue	
Balasubramanian	Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills	2012	Ecological Engineering	10.1016/j.ecoleng.2012.03.002	wetland	NA	NA	NA	litter_bag	1	field	NA	NA	NA	petioles	green	Eichhornia_crassipes	8	115	September2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.52840909	10	NA	0.0252	dm	NA	NA	31.0714285714285	20.1536772777168	22.9667812142038	35.0117647058823	1.22587968217934	0.148017621145374	33.3166465853619	609.956380887077	18.3078563841737	NA	dm	"Nirjuli wetland; Papum Pare district; Arunachal Pradesh northeastern India"	NA	28.000000_93.516667	6	N	N	N	Y	molar	combustion113	digestion	molybdenum_blue	
Balasubramanian	Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills	2012	Ecological Engineering	10.1016/j.ecoleng.2012.03.002	wetland	NA	NA	NA	litter_bag	1	field	NA	NA	NA	roots	green	Eichhornia_crassipes	9	0	September2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	10	NA	0.0083	dm	NA	NA	26.313	25.31	31.08	28.833	1.012	0.102	33.2356707026095	728.933413332027	21.9322612699612	NA	dm	"Nirjuli wetland; Papum Pare district; Arunachal Pradesh northeastern India"	NA	28.000000_93.516667	6	N	N	N	Y	molar	combustion114	digestion	molybdenum_blue	
Balasubramanian	Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills	2012	Ecological Engineering	10.1016/j.ecoleng.2012.03.002	wetland	NA	NA	NA	litter_bag	1	field	NA	NA	NA	roots	green	Eichhornia_crassipes	9	3	September2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.26052754	10	NA	0.0083	dm	NA	NA	27.0089285714285	25.3787047200878	29.381443298969	29.8588235294117	0.905788876276959	0.116960352422907	38.4539393495247	658.312682269595	17.119512159363	NA	dm	"Nirjuli wetland; Papum Pare district; Arunachal Pradesh northeastern India"	NA	28.000000_93.516667	6	N	N	N	Y	molar	combustion115	digestion	molybdenum_blue	
Balasubramanian	Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills	2012	Ecological Engineering	10.1016/j.ecoleng.2012.03.002	wetland	NA	NA	NA	litter_bag	1	field	NA	NA	NA	roots	green	Eichhornia_crassipes	9	7	September2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	94.5398352	10	NA	0.0083	dm	NA	NA	26.6964285714285	22.9637760702524	26.2313860252004	30.4235294117646	0.994324631101023	0.133480176211453	35.6924635728618	587.747812563498	16.4670004177123	NA	dm	"Nirjuli wetland; Papum Pare district; Arunachal Pradesh northeastern India"	NA	28.000000_93.516667	6	N	N	N	Y	molar	combustion116	digestion	molybdenum_blue	
Balasubramanian	Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills	2012	Ecological Engineering	10.1016/j.ecoleng.2012.03.002	wetland	NA	NA	NA	litter_bag	1	field	NA	NA	NA	roots	green	Eichhornia_crassipes	9	14	September2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	86.40249232	10	NA	0.0083	dm	NA	NA	26.2053571428571	22.3490669593853	25.6013745704467	30.5647058823529	1.01475595913734	0.152643171806167	35.1361148904404	516.346261826206	14.6955991986094	NA	dm	"Nirjuli wetland; Papum Pare district; Arunachal Pradesh northeastern India"	NA	28.000000_93.516667	6	N	N	N	Y	molar	combustion117	digestion	molybdenum_blue	
Balasubramanian	Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills	2012	Ecological Engineering	10.1016/j.ecoleng.2012.03.002	wetland	NA	NA	NA	litter_bag	1	field	NA	NA	NA	roots	green	Eichhornia_crassipes	9	34	September2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	74.53576234	10	NA	0.0083	dm	NA	NA	26.3839285714285	19.231613611416	25.7159221076746	30.635294117647	0.946651532349604	0.129515418502202	37.750876526579	609.956380887078	16.1574097612709	NA	dm	"Nirjuli wetland; Papum Pare district; Arunachal Pradesh northeastern India"	NA	28.000000_93.516667	6	N	N	N	Y	molar	combustion118	digestion	molybdenum_blue	
