First_Author	Title	Year	Journal	DOI	System	Q_L.s	Velocity_m.s	Flow_Category	Decay_Method	Mesh_Size_Category	Setting	Manipulation	LULC_Category	Light_Category	Detritus_Type	Detritus_Condition	Detritus_Species	Time_Series_ID	Meas_Day	Start_Date	Temperature_C	DOC_mg.L	Water_SRP_ug.L	Water_TP_ug.L	Water_NO3_ug.L	Water_NH4_ug.L	Water_DIN_ug.L	Water_TN_ug.L	Mass_per_remaining	Initial_Mass_g	AFDM_DM_ratio	k	Remain_Mass_Category	Tannin_per	Total_Phenolics_per	Lignin_per	Cellulose_per	Hemicellulose_per	C_per	N_per	P_per	CN_molar	CP_molar	NP_molar	Ergosterol_ug.g	Component_Mass_Category	Geog_Locale	Altitude_m	Lat_Long	Sample_Size	LULC_Quantified	Inverts_AddInfo	Microbes_AddInfo	CNPFluxes_AddInfo	C_method	N_method	P_method	Ratio_Type	Notes
Xie	Nutrient limitation to the decomposition of water hyacinth (Eichhornia crassipes)	2004	Hydrobiologia	10.1007/s10750-004-5494-7	NA	NA	NA	NA	litter_bag	1	lab	nutrient addition	NA	shaded	leaves	green	Eichhornia_crassipes	9	14	3June2002	27	NA	101	NA	500	500	1000	NA	61.68621478	1	NA	0.019	dm	NA	NA	24.78	NA	NA	NA	2.297	0.110	NA	NA	46.1	NA	dm	NA	NA	NA		n	n	n	n	K2Cr2O7 digestion	H2SO4-H2O2 digestion followed by colorimtery	H2SO4-H2O2 digestion followed by colorimtery	molar	
Xie	Nutrient limitation to the decomposition of water hyacinth (Eichhornia crassipes)	2004	Hydrobiologia	10.1007/s10750-004-5494-7	NA	NA	NA	NA	litter_bag	1	lab	nutrient addition	NA	shaded	leaves	green	Eichhornia_crassipes	9	28	3June2002	27	NA	101	NA	500	500	1000	NA	54.17974105	1	NA	0.019	dm	NA	NA	24.78	NA	NA	NA	2.186	0.101	NA	NA	48	NA	dm	NA	NA	NA		n	n	n	n	K2Cr2O7 digestion	H2SO4-H2O2 digestion followed by colorimtery	H2SO4-H2O2 digestion followed by colorimtery	molar	
Xie	Nutrient limitation to the decomposition of water hyacinth (Eichhornia crassipes)	2004	Hydrobiologia	10.1007/s10750-004-5494-7	NA	NA	NA	NA	litter_bag	1	lab	nutrient addition	NA	shaded	leaves	green	Eichhornia_crassipes	9	42	3June2002	27	NA	101	NA	500	500	1000	NA	44.1355674	1	NA	0.019	dm	NA	NA	24.78	NA	NA	NA	2.151	0.099	NA	NA	47.8	NA	dm	NA	NA	NA		n	n	n	n	K2Cr2O7 digestion	H2SO4-H2O2 digestion followed by colorimtery	H2SO4-H2O2 digestion followed by colorimtery	molar	
Xie	Nutrient limitation to the decomposition of water hyacinth (Eichhornia crassipes)	2004	Hydrobiologia	10.1007/s10750-004-5494-7	NA	NA	NA	NA	litter_bag	1	lab	nutrient addition	NA	shaded	leaves	green	Eichhornia_crassipes	9	56	3June2002	27	NA	101	NA	500	500	1000	NA	34.93678599	1	NA	0.019	dm	NA	NA	24.78	NA	NA	NA	1.834	0.100	NA	NA	40.4	NA	dm	NA	NA	NA		n	n	n	n	K2Cr2O7 digestion	H2SO4-H2O2 digestion followed by colorimtery	H2SO4-H2O2 digestion followed by colorimtery	molar	
Xie	Nutrient limitation to the decomposition of water hyacinth (Eichhornia crassipes)	2004	Hydrobiologia	10.1007/s10750-004-5494-7	NA	NA	NA	NA	litter_bag	1	lab	nutrient addition	NA	shaded	leaves	green	Eichhornia_crassipes	9	70	3June2002	27	NA	101	NA	500	500	1000	NA	22.36252856	1	NA	0.019	dm	NA	NA	24.78	NA	NA	NA	1.499	0.080	NA	NA	41.4	NA	dm	NA	NA	NA		n	n	n	n	K2Cr2O7 digestion	H2SO4-H2O2 digestion followed by colorimtery	H2SO4-H2O2 digestion followed by colorimtery	molar	
Xie	Nutrient limitation to the decomposition of water hyacinth (Eichhornia crassipes)	2004	Hydrobiologia	10.1007/s10750-004-5494-7	NA	NA	NA	NA	litter_bag	1	lab	nutrient addition	NA	shaded	leaves	green	Eichhornia_crassipes	10	0	3June2002	27	NA	999	NA	500	500	1000	NA	100	1	NA	0.072	dm	NA	NA	24.78	NA	NA	45.13	3.872	0.257	13.6	452.8	33.3	NA	dm	NA	NA	NA		n	n	n	n	K2Cr2O7 digestion	H2SO4-H2O2 digestion followed by colorimtery	H2SO4-H2O2 digestion followed by colorimtery	molar	
Xie	Nutrient limitation to the decomposition of water hyacinth (Eichhornia crassipes)	2004	Hydrobiologia	10.1007/s10750-004-5494-7	NA	NA	NA	NA	litter_bag	1	lab	nutrient addition	NA	shaded	leaves	green	Eichhornia_crassipes	10	14	3June2002	27	NA	999	NA	500	500	1000	NA	65.90403656	1	NA	0.072	dm	NA	NA	24.78	NA	NA	NA	2.653	0.114	NA	NA	51.2	NA	dm	NA	NA	NA		n	n	n	n	K2Cr2O7 digestion	H2SO4-H2O2 digestion followed by colorimtery	H2SO4-H2O2 digestion followed by colorimtery	molar	
Xie	Nutrient limitation to the decomposition of water hyacinth (Eichhornia crassipes)	2004	Hydrobiologia	10.1007/s10750-004-5494-7	NA	NA	NA	NA	litter_bag	1	lab	nutrient addition	NA	shaded	leaves	green	Eichhornia_crassipes	10	28	3June2002	27	NA	999	NA	500	500	1000	NA	44.05178979	1	NA	0.072	dm	NA	NA	24.78	NA	NA	NA	1.952	0.112	NA	NA	38.4	NA	dm	NA	NA	NA		n	n	n	n	K2Cr2O7 digestion	H2SO4-H2O2 digestion followed by colorimtery	H2SO4-H2O2 digestion followed by colorimtery	molar	
Xie	Nutrient limitation to the decomposition of water hyacinth (Eichhornia crassipes)	2004	Hydrobiologia	10.1007/s10750-004-5494-7	NA	NA	NA	NA	litter_bag	1	lab	nutrient addition	NA	shaded	leaves	green	Eichhornia_crassipes	10	42	3June2002	27	NA	999	NA	500	500	1000	NA	15.44402133	1	NA	0.072	dm	NA	NA	24.78	NA	NA	NA	1.157	0.067	NA	NA	38.3	NA	dm	NA	NA	NA		n	n	n	n	K2Cr2O7 digestion	H2SO4-H2O2 digestion followed by colorimtery	H2SO4-H2O2 digestion followed by colorimtery	molar	
Xie	Nutrient limitation to the decomposition of water hyacinth (Eichhornia crassipes)	2004	Hydrobiologia	10.1007/s10750-004-5494-7	NA	NA	NA	NA	litter_bag	1	lab	nutrient addition	NA	shaded	leaves	green	Eichhornia_crassipes	10	56	3June2002	27	NA	999	NA	500	500	1000	NA	0.339680122	1	NA	0.072	dm	NA	NA	24.78	NA	NA	NA	0.577	0.036	NA	NA	35.9	NA	dm	NA	NA	NA		n	n	n	n	K2Cr2O7 digestion	H2SO4-H2O2 digestion followed by colorimtery	H2SO4-H2O2 digestion followed by colorimtery	molar	
Xie	Nutrient limitation to the decomposition of water hyacinth (Eichhornia crassipes)	2004	Hydrobiologia	10.1007/s10750-004-5494-7	NA	NA	NA	NA	litter_bag	1	lab	nutrient addition	NA	shaded	leaves	green	Eichhornia_crassipes	11	0	3June2002	27	NA	101	NA	5000	5000	10000	NA	100	1	NA	0.026	dm	NA	NA	24.78	NA	NA	45.13	3.872	0.257	13.6	452.8	33.3	NA	dm	NA	NA	NA		n	n	n	n	K2Cr2O7 digestion	H2SO4-H2O2 digestion followed by colorimtery	H2SO4-H2O2 digestion followed by colorimtery	molar	
Xie	Nutrient limitation to the decomposition of water hyacinth (Eichhornia crassipes)	2004	Hydrobiologia	10.1007/s10750-004-5494-7	NA	NA	NA	NA	litter_bag	1	lab	nutrient addition	NA	shaded	leaves	green	Eichhornia_crassipes	11	14	3June2002	27	NA	101	NA	5000	5000	10000	NA	70.96725057	1	NA	0.026	dm	NA	NA	24.78	NA	NA	NA	2.465	0.117	NA	NA	46.4	NA	dm	NA	NA	NA		n	n	n	n	K2Cr2O7 digestion	H2SO4-H2O2 digestion followed by colorimtery	H2SO4-H2O2 digestion followed by colorimtery	molar	
Xie	Nutrient limitation to the decomposition of water hyacinth (Eichhornia crassipes)	2004	Hydrobiologia	10.1007/s10750-004-5494-7	NA	NA	NA	NA	litter_bag	1	lab	nutrient addition	NA	shaded	leaves	green	Eichhornia_crassipes	11	28	3June2002	27	NA	101	NA	5000	5000	10000	NA	57.55369383	1	NA	0.026	dm	NA	NA	24.78	NA	NA	NA	2.289	0.110	NA	NA	45.9	NA	dm	NA	NA	NA		n	n	n	n	K2Cr2O7 digestion	H2SO4-H2O2 digestion followed by colorimtery	H2SO4-H2O2 digestion followed by colorimtery	molar	
Xie	Nutrient limitation to the decomposition of water hyacinth (Eichhornia crassipes)	2004	Hydrobiologia	10.1007/s10750-004-5494-7	NA	NA	NA	NA	litter_bag	1	lab	nutrient addition	NA	shaded	leaves	green	Eichhornia_crassipes	11	42	3June2002	27	NA	101	NA	5000	5000	10000	NA	35.27494288	1	NA	0.026	dm	NA	NA	24.78	NA	NA	NA	1.841	0.091	NA	NA	44.5	NA	dm	NA	NA	NA		n	n	n	n	K2Cr2O7 digestion	H2SO4-H2O2 digestion followed by colorimtery	H2SO4-H2O2 digestion followed by colorimtery	molar	
Xie	Nutrient limitation to the decomposition of water hyacinth (Eichhornia crassipes)	2004	Hydrobiologia	10.1007/s10750-004-5494-7	NA	NA	NA	NA	litter_bag	1	lab	nutrient addition	NA	shaded	leaves	green	Eichhornia_crassipes	11	56	3June2002	27	NA	101	NA	5000	5000	10000	NA	24.81188119	1	NA	0.026	dm	NA	NA	24.78	NA	NA	NA	1.487	0.081	NA	NA	40.4	NA	dm	NA	NA	NA		n	n	n	n	K2Cr2O7 digestion	H2SO4-H2O2 digestion followed by colorimtery	H2SO4-H2O2 digestion followed by colorimtery	molar	
Xie	Nutrient limitation to the decomposition of water hyacinth (Eichhornia crassipes)	2004	Hydrobiologia	10.1007/s10750-004-5494-7	NA	NA	NA	NA	litter_bag	1	lab	nutrient addition	NA	shaded	leaves	green	Eichhornia_crassipes	11	70	3June2002	27	NA	101	NA	5000	5000	10000	NA	16.45696877	1	NA	0.026	dm	NA	NA	24.78	NA	NA	NA	1.236	0.074	NA	NA	37.2	NA	dm	NA	NA	NA		n	n	n	n	K2Cr2O7 digestion	H2SO4-H2O2 digestion followed by colorimtery	H2SO4-H2O2 digestion followed by colorimtery	molar	
Xie	Nutrient limitation to the decomposition of water hyacinth (Eichhornia crassipes)	2004	Hydrobiologia	10.1007/s10750-004-5494-7	NA	NA	NA	NA	litter_bag	1	lab	nutrient addition	NA	shaded	leaves	green	Eichhornia_crassipes	12	0	3June2002	27	NA	999	NA	5000	5000	10000	NA	100	1	NA	0.083	dm	NA	NA	24.78	NA	NA	45.13	3.872	0.257	13.6	452.8	33.3	NA	dm	NA	NA	NA		n	n	n	n	K2Cr2O7 digestion	H2SO4-H2O2 digestion followed by colorimtery	H2SO4-H2O2 digestion followed by colorimtery	molar	
Xie	Nutrient limitation to the decomposition of water hyacinth (Eichhornia crassipes)	2004	Hydrobiologia	10.1007/s10750-004-5494-7	NA	NA	NA	NA	litter_bag	1	lab	nutrient addition	NA	shaded	leaves	green	Eichhornia_crassipes	12	14	3June2002	27	NA	999	NA	5000	5000	10000	NA	65.90708302	1	NA	0.083	dm	NA	NA	24.78	NA	NA	NA	2.681	0.128	NA	NA	46.5	NA	dm	NA	NA	NA		n	n	n	n	K2Cr2O7 digestion	H2SO4-H2O2 digestion followed by colorimtery	H2SO4-H2O2 digestion followed by colorimtery	molar	
Xie	Nutrient limitation to the decomposition of water hyacinth (Eichhornia crassipes)	2004	Hydrobiologia	10.1007/s10750-004-5494-7	NA	NA	NA	NA	litter_bag	1	lab	nutrient addition	NA	shaded	leaves	green	Eichhornia_crassipes	12	28	3June2002	27	NA	999	NA	5000	5000	10000	NA	45.3175933	1	NA	0.083	dm	NA	NA	24.78	NA	NA	NA	2.017	0.107	NA	NA	41.8	NA	dm	NA	NA	NA		n	n	n	n	K2Cr2O7 digestion	H2SO4-H2O2 digestion followed by colorimtery	H2SO4-H2O2 digestion followed by colorimtery	molar	
Xie	Nutrient limitation to the decomposition of water hyacinth (Eichhornia crassipes)	2004	Hydrobiologia	10.1007/s10750-004-5494-7	NA	NA	NA	NA	litter_bag	1	lab	nutrient addition	NA	shaded	leaves	green	Eichhornia_crassipes	12	42	3June2002	27	NA	999	NA	5000	5000	10000	NA	18.82102056	1	NA	0.083	dm	NA	NA	24.78	NA	NA	NA	1.316	0.072	NA	NA	40.5	NA	dm	NA	NA	NA		n	n	n	n	K2Cr2O7 digestion	H2SO4-H2O2 digestion followed by colorimtery	H2SO4-H2O2 digestion followed by colorimtery	molar	
Xie	Nutrient limitation to the decomposition of water hyacinth (Eichhornia crassipes)	2004	Hydrobiologia	10.1007/s10750-004-5494-7	NA	NA	NA	NA	litter_bag	1	lab	nutrient addition	NA	shaded	leaves	green	Eichhornia_crassipes	12	56	3June2002	27	NA	999	NA	5000	5000	10000	NA	0	1	NA	0.083	dm	NA	NA	24.78	NA	NA	NA	0.643	0.035	NA	NA	40.8	NA	dm	NA	NA	NA		n	n	n	n	K2Cr2O7 digestion	H2SO4-H2O2 digestion followed by colorimtery	H2SO4-H2O2 digestion followed by colorimtery	molar	
