First_Author	Title	Year	Journal	DOI	System	Q_L.s	Velocity_m.s	Flow_Category	Decay_Method	Mesh_Size_Category	Setting	Manipulation	LULC_Category	Light_Category	Detritus_Type	Detritus_Condition	Detritus_Species	Time_Series_ID	Meas_Day	Start_Date	Temperature_C	DOC_mg.L	Water_SRP_ug.L	Water_TP_ug.L	Water_NO3_ug.L	Water_NH4_ug.L	Water_DIN_ug.L	Water_TN_ug.L	Mass_per_remaining	Initial_Mass_g	AFDM_DM_ratio	k	Remain_Mass_Category	Tannin_per	Total_Phenolics_per	Lignin_per	Cellulose_per	Hemicellulose_per	C_per	N_per	P_per	CN_molar	CP_molar	NP_molar	Ergosterol_ug.g	Component_Mass_Category	Geog_Locale	Altitude_m	Lat_Long	Sample_Size	LULC_Quantified	Inverts_AddInfo	Microbes_AddInfo	CNPFluxes_AddInfo	Notes
Benstead	Macroinvertebrateasn d the Processing of Leaf Litterin a Tropical Stream	1996	Biotropica	10.2307/2389200	stream	NA	NA	pool	litter_bag	coarse	field	NA	forested	NA	leaves	senesced	mixed_species	1	0	16July1992	21	NA	NA	NA	NA	NA	NA	NA	100.0	3.9	NA	0.0246	dm	4.09	NA	NA	NA	NA	45.39	3.5	NA	15.13	NA	NA	NA	dm	Costa_Rica	675	10.1_-84.02	30	n	y	n	n	"The leaves were dried at 100°C before measuring DM, N, tannin. Sample size differs for each variable: dry mass and tannin n = 30 on day 0, n = 11 on day 48 and n = 10 for other days; C:N n = 10 on day 0, n = 5 on day 48 and n = 6 for other days;  %N n = 10 on day 0 and n = 6 for other days. The authors estimate the mean initial weight by thirty identical samples which were dried for subsequent weighing. The C:N values were transformed to C:N molar. The C values ??were taken from the values ??of % N and C:N ratio. K rate calculated from% dry mass data over time."
Benstead	Macroinvertebrateasn d the Processing of Leaf Litterin a Tropical Stream	1996	Biotropica	10.2307/2389200	stream	NA	NA	pool	litter_bag	coarse	field	NA	forested	NA	leaves	senesced	mixed_species	1	3	16July1992	21	NA	NA	NA	NA	NA	NA	NA	91.3	3.9	NA	0.0246	dm	2.29	NA	NA	NA	NA	45.55	3.43	NA	15.49	NA	NA	NA	dm	Costa_Rica	675	10.1_-84.02	10	n	y	n	n	
Benstead	Macroinvertebrateasn d the Processing of Leaf Litterin a Tropical Stream	1996	Biotropica	10.2307/2389200	stream	NA	NA	pool	litter_bag	coarse	field	NA	forested	NA	leaves	senesced	mixed_species	1	6	16July1992	21	NA	NA	NA	NA	NA	NA	NA	108.7	3.9	NA	0.0246	dm	2.15	NA	NA	NA	NA	46.08	3.06	NA	17.57	NA	NA	NA	dm	Costa_Rica	675	10.1_-84.02	10	n	y	n	n	
Benstead	Macroinvertebrateasn d the Processing of Leaf Litterin a Tropical Stream	1996	Biotropica	10.2307/2389200	stream	NA	NA	pool	litter_bag	coarse	field	NA	forested	NA	leaves	senesced	mixed_species	1	12	16July1992	21	NA	NA	NA	NA	NA	NA	NA	69.0	3.9	NA	0.0246	dm	1.41	NA	NA	NA	NA	46.11	3.04	NA	17.70	NA	NA	NA	dm	Costa_Rica	675	10.1_-84.02	10	n	y	n	n	
Benstead	Macroinvertebrateasn d the Processing of Leaf Litterin a Tropical Stream	1996	Biotropica	10.2307/2389200	stream	NA	NA	pool	litter_bag	coarse	field	NA	forested	NA	leaves	senesced	mixed_species	1	23	16July1992	21	NA	NA	NA	NA	NA	NA	NA	56.9	3.9	NA	0.0246	dm	1.38	NA	NA	NA	NA	44.7	3.12	NA	16.72	NA	NA	NA	dm	Costa_Rica	675	10.1_-84.02	10	n	y	n	n	
Benstead	Macroinvertebrateasn d the Processing of Leaf Litterin a Tropical Stream	1996	Biotropica	10.2307/2389200	stream	NA	NA	pool	litter_bag	coarse	field	NA	forested	NA	leaves	senesced	mixed_species	1	48	16July1992	21	NA	NA	NA	NA	NA	NA	NA	32.3	3.9	NA	0.0246	dm	1.72	NA	NA	NA	NA	49.18	2.94	NA	19.52	NA	NA	NA	dm	Costa_Rica	675	10.1_-84.02	10	n	y	n	n	
																																																							
																																																							
